HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
37J05LC5AXK598Z5SAOYS3Z13LTDJW,39I6UD9LVI5MXGJURDDSZKZGHMIN6I,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 01 16:55:53 PST 2018,9,BatchId:3456637;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 02 16:55:53 PST 2018,,,3EF8EXOTT1WE4XGM2J94FLUHHHS1J0,A264W4NFHB56ZM,Approved,Sat Dec 01 18:55:34 PST 2018,Sat Dec 01 19:26:33 PST 2018,Thu Dec 06 19:26:33 PST 2018,Wed Dec 05 07:46:19 PST 2018,,,1859,100% (1/1),100% (1/1),100% (1/1),97620904,,
37J05LC5AXK598Z5SAOYS3Z13LTDJW,39I6UD9LVI5MXGJURDDSZKZGHMIN6I,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 01 16:55:53 PST 2018,9,BatchId:3456637;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 02 16:55:53 PST 2018,,,3K9FOBBF2HKNDUBBARJFS7KCO7YNLS,A1PLQGQ95NICAF,Approved,Sat Dec 01 16:55:58 PST 2018,Sat Dec 01 17:15:24 PST 2018,Thu Dec 06 17:15:24 PST 2018,Wed Dec 05 07:46:19 PST 2018,,,1166,100% (1/1),100% (1/1),100% (1/1),98400343,,
37J05LC5AXK598Z5SAOYS3Z13LTDJW,39I6UD9LVI5MXGJURDDSZKZGHMIN6I,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 01 16:55:53 PST 2018,9,BatchId:3456637;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 02 16:55:53 PST 2018,,,3MYYFCXHJ38L5UN4HV73G69419HG4K,A95RHRMLHT89M,Approved,Sat Dec 01 16:55:58 PST 2018,Sat Dec 01 17:42:46 PST 2018,Thu Dec 06 17:42:46 PST 2018,Wed Dec 05 07:46:19 PST 2018,,,2808,100% (1/1),100% (1/1),100% (1/1),86690731,,
37J05LC5AXK598Z5SAOYS3Z13LTDJW,39I6UD9LVI5MXGJURDDSZKZGHMIN6I,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 01 16:55:53 PST 2018,9,BatchId:3456637;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 02 16:55:53 PST 2018,,,3V0Z7YWSIY1UKDYC2CN1NSFG4A9V2S,AK47FLPTKZR5G,Approved,Sat Dec 01 16:55:59 PST 2018,Sat Dec 01 17:19:11 PST 2018,Thu Dec 06 17:19:11 PST 2018,Wed Dec 05 07:46:19 PST 2018,,,1392,100% (1/1),100% (1/1),100% (1/1),65633646,,
37J05LC5AXK598Z5SAOYS3Z13LTDJW,39I6UD9LVI5MXGJURDDSZKZGHMIN6I,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 01 16:55:53 PST 2018,9,BatchId:3456637;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 02 16:55:53 PST 2018,,,3Y5140Z9DXHLQEFI53ZU4GXF7I5IP5,A1PTH9KTRO06EG,Approved,Sat Dec 01 16:55:59 PST 2018,Sat Dec 01 17:11:40 PST 2018,Thu Dec 06 17:11:40 PST 2018,Wed Dec 05 07:46:20 PST 2018,,,941,100% (1/1),100% (1/1),100% (1/1),2335122,,
37J05LC5AXK598Z5SAOYS3Z13LTDJW,39I6UD9LVI5MXGJURDDSZKZGHMIN6I,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 01 16:55:53 PST 2018,9,BatchId:3456637;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 02 16:55:53 PST 2018,,,3YZ8UPK3VTN75G1EUF223JMJ2UEUCC,A34B9FXOCN08RW,Approved,Sat Dec 01 17:28:28 PST 2018,Sat Dec 01 17:39:59 PST 2018,Thu Dec 06 17:39:59 PST 2018,Wed Dec 05 07:46:20 PST 2018,,,691,100% (1/1),100% (1/1),100% (1/1),12020563,,
38F60IALAGI5ORUGSSE7F22R7200TS,3M55KGTKUYQ8LERTO4X56BKXLAF4PC,Interact with news website and tell us your thoughts.,"Read a short news article and comment section (3-5 min), participate in 10-20 minute survey about your thoughts.","survey, demographics",$2.11,Sat Dec 08 12:53:24 PST 2018,9,BatchId:3464798;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 12:53:24 PST 2018,,,324G5B4FB39LDDU25RG7YQ6YMGN07Z,A1VR49TB3Q4BV8,Submitted,Sat Dec 08 12:53:34 PST 2018,Sat Dec 08 13:25:24 PST 2018,Thu Dec 13 13:25:24 PST 2018,,,,1910,0% (0/0),0% (0/0),0% (0/0),84141022,,
38F60IALAGI5ORUGSSE7F22R7200TS,3M55KGTKUYQ8LERTO4X56BKXLAF4PC,Interact with news website and tell us your thoughts.,"Read a short news article and comment section (3-5 min), participate in 10-20 minute survey about your thoughts.","survey, demographics",$2.11,Sat Dec 08 12:53:24 PST 2018,9,BatchId:3464798;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 12:53:24 PST 2018,,,3CPLWGV3MO0SCSA2LUGPNYTHPZLN98,A1MJCBEHHG65YW,Submitted,Sat Dec 08 12:53:31 PST 2018,Sat Dec 08 13:23:45 PST 2018,Thu Dec 13 13:23:45 PST 2018,,,,1814,0% (0/0),0% (0/0),0% (0/0),59920459,,
38F60IALAGI5ORUGSSE7F22R7200TS,3M55KGTKUYQ8LERTO4X56BKXLAF4PC,Interact with news website and tell us your thoughts.,"Read a short news article and comment section (3-5 min), participate in 10-20 minute survey about your thoughts.","survey, demographics",$2.11,Sat Dec 08 12:53:24 PST 2018,9,BatchId:3464798;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 12:53:24 PST 2018,,,3FK0YFF9PZH3H4WEQM7CPXCR2U6VVD,A2CMYWI1J292YJ,Submitted,Sat Dec 08 12:53:33 PST 2018,Sat Dec 08 13:14:37 PST 2018,Thu Dec 13 13:14:37 PST 2018,,,,1264,0% (0/0),0% (0/0),0% (0/0),15125398,,
38F60IALAGI5ORUGSSE7F22R7200TS,3M55KGTKUYQ8LERTO4X56BKXLAF4PC,Interact with news website and tell us your thoughts.,"Read a short news article and comment section (3-5 min), participate in 10-20 minute survey about your thoughts.","survey, demographics",$2.11,Sat Dec 08 12:53:24 PST 2018,9,BatchId:3464798;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 12:53:24 PST 2018,,,3G5W44VEU7J6JWC72NUJNNY0ZHZKGF,A3KKPCU6AHF1ZV,Submitted,Sat Dec 08 16:44:30 PST 2018,Sat Dec 08 17:00:10 PST 2018,Thu Dec 13 17:00:10 PST 2018,,,,940,0% (0/0),0% (0/0),0% (0/0),83220160,,
38F60IALAGI5ORUGSSE7F22R7200TS,3M55KGTKUYQ8LERTO4X56BKXLAF4PC,Interact with news website and tell us your thoughts.,"Read a short news article and comment section (3-5 min), participate in 10-20 minute survey about your thoughts.","survey, demographics",$2.11,Sat Dec 08 12:53:24 PST 2018,9,BatchId:3464798;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 12:53:24 PST 2018,,,3KWTYT08704JN5556RNTYQKQY855L0,A11BSFO4LMHPXQ,Submitted,Sat Dec 08 13:37:53 PST 2018,Sat Dec 08 13:51:18 PST 2018,Thu Dec 13 13:51:18 PST 2018,,,,805,0% (0/0),0% (0/0),0% (0/0),9662016,,
38F60IALAGI5ORUGSSE7F22R7200TS,3M55KGTKUYQ8LERTO4X56BKXLAF4PC,Interact with news website and tell us your thoughts.,"Read a short news article and comment section (3-5 min), participate in 10-20 minute survey about your thoughts.","survey, demographics",$2.11,Sat Dec 08 12:53:24 PST 2018,9,BatchId:3464798;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 12:53:24 PST 2018,,,3RU7GD8VPOUAKSIEAFT88I32H2CSPL,A58QOLDFC179Q,Submitted,Sat Dec 08 13:16:41 PST 2018,Sat Dec 08 13:53:56 PST 2018,Thu Dec 13 13:53:56 PST 2018,,,,2235,0% (0/0),0% (0/0),0% (0/0),50927223,,
38F60IALAGI5ORUGSSE7F22R7200TS,3M55KGTKUYQ8LERTO4X56BKXLAF4PC,Interact with news website and tell us your thoughts.,"Read a short news article and comment section (3-5 min), participate in 10-20 minute survey about your thoughts.","survey, demographics",$2.11,Sat Dec 08 12:53:24 PST 2018,9,BatchId:3464798;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 12:53:24 PST 2018,,,3WAKVUDHUWH1TZ6I3YURNXU525SU7X,A103OW5K22LPH3,Submitted,Sat Dec 08 13:32:43 PST 2018,Sat Dec 08 13:54:32 PST 2018,Thu Dec 13 13:54:32 PST 2018,,,,1309,0% (0/0),0% (0/0),0% (0/0),9241424,,
38F60IALAGI5ORUGSSE7F22R7200TS,3M55KGTKUYQ8LERTO4X56BKXLAF4PC,Interact with news website and tell us your thoughts.,"Read a short news article and comment section (3-5 min), participate in 10-20 minute survey about your thoughts.","survey, demographics",$2.11,Sat Dec 08 12:53:24 PST 2018,9,BatchId:3464798;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 12:53:24 PST 2018,,,3WSELTNVR334COPRAWG1SSATKZ8ATU,APOJ26FYB66WQ,Submitted,Sat Dec 08 15:36:52 PST 2018,Sat Dec 08 16:12:12 PST 2018,Thu Dec 13 16:12:12 PST 2018,,,,2120,0% (0/0),0% (0/0),0% (0/0),22431420,,
38F60IALAGI5ORUGSSE7F22R7200TS,3M55KGTKUYQ8LERTO4X56BKXLAF4PC,Interact with news website and tell us your thoughts.,"Read a short news article and comment section (3-5 min), participate in 10-20 minute survey about your thoughts.","survey, demographics",$2.11,Sat Dec 08 12:53:24 PST 2018,9,BatchId:3464798;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 12:53:24 PST 2018,,,3ZAZR5XV01JORFVO021AKB1Y5Y0CZZ,A5P4NZBHLQIU5,Submitted,Sat Dec 08 14:12:52 PST 2018,Sat Dec 08 14:42:17 PST 2018,Thu Dec 13 14:42:17 PST 2018,,,,1765,0% (0/0),0% (0/0),0% (0/0),30736271,,
3YD0MU1NC22ER6VR7R8ZZCMMRRG7A9,379YH0H8TKUL13VA1ERPVC2H9POSZR,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 23:21:37 PST 2018,9,BatchId:3464355;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 23:21:37 PST 2018,,,37TD41K0AHARQ39A5A72OI4VII5CSX,A3QA6T4K8J7CYL,Submitted,Fri Dec 07 23:23:06 PST 2018,Fri Dec 07 23:34:04 PST 2018,Wed Dec 12 23:34:04 PST 2018,,,,658,0% (0/0),0% (0/0),0% (0/0),58736925,,
3YD0MU1NC22ER6VR7R8ZZCMMRRG7A9,379YH0H8TKUL13VA1ERPVC2H9POSZR,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 23:21:37 PST 2018,9,BatchId:3464355;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 23:21:37 PST 2018,,,39ASUFLU6X8EJIFNVBJKDELQI9KEX0,A3VRDQJNM1IC0E,Submitted,Sat Dec 08 00:24:52 PST 2018,Sat Dec 08 01:12:54 PST 2018,Thu Dec 13 01:12:54 PST 2018,,,,2882,0% (0/0),0% (0/0),0% (0/0),7003699,,
3YD0MU1NC22ER6VR7R8ZZCMMRRG7A9,379YH0H8TKUL13VA1ERPVC2H9POSZR,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 23:21:37 PST 2018,9,BatchId:3464355;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 23:21:37 PST 2018,,,39JEC7537U27IVQEZ5C7Z5O2HMZCV2,A3HPH7BNI1OTG3,Submitted,Fri Dec 07 23:23:06 PST 2018,Fri Dec 07 23:42:18 PST 2018,Wed Dec 12 23:42:18 PST 2018,,,,1152,0% (0/0),0% (0/0),0% (0/0),85197652,,
3YD0MU1NC22ER6VR7R8ZZCMMRRG7A9,379YH0H8TKUL13VA1ERPVC2H9POSZR,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 23:21:37 PST 2018,9,BatchId:3464355;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 23:21:37 PST 2018,,,3ERMJ6L4DYTIGR19UW35WNDBPIW7MN,A2J9FC2SVMG0KW,Submitted,Fri Dec 07 23:26:47 PST 2018,Fri Dec 07 23:47:42 PST 2018,Wed Dec 12 23:47:42 PST 2018,,,,1255,0% (0/0),0% (0/0),0% (0/0),13016731,,
3YD0MU1NC22ER6VR7R8ZZCMMRRG7A9,379YH0H8TKUL13VA1ERPVC2H9POSZR,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 23:21:37 PST 2018,9,BatchId:3464355;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 23:21:37 PST 2018,,,3F6HPJW4JD17Z2YHSMSX9UYUC4O2WT,A3IK0R64NIRY7X,Submitted,Fri Dec 07 23:23:17 PST 2018,Fri Dec 07 23:37:39 PST 2018,Wed Dec 12 23:37:39 PST 2018,,,,862,0% (0/0),0% (0/0),0% (0/0),38876153,,
3YD0MU1NC22ER6VR7R8ZZCMMRRG7A9,379YH0H8TKUL13VA1ERPVC2H9POSZR,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 23:21:37 PST 2018,9,BatchId:3464355;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 23:21:37 PST 2018,,,3L6L49WXW0YNPXYK0ZOCC9IFCLG54B,A35NEL9WYU3VG8,Submitted,Fri Dec 07 23:23:22 PST 2018,Fri Dec 07 23:38:31 PST 2018,Wed Dec 12 23:38:31 PST 2018,,,,909,0% (0/0),0% (0/0),0% (0/0),97680674,,
3YD0MU1NC22ER6VR7R8ZZCMMRRG7A9,379YH0H8TKUL13VA1ERPVC2H9POSZR,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 23:21:37 PST 2018,9,BatchId:3464355;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 23:21:37 PST 2018,,,3PB5A5BD0V7IOH5NJT5AJITETWK7GF,A6KOTWP7N7RLU,Submitted,Fri Dec 07 23:22:45 PST 2018,Fri Dec 07 23:40:34 PST 2018,Wed Dec 12 23:40:34 PST 2018,,,,1069,0% (0/0),0% (0/0),0% (0/0),24291101,,
3YD0MU1NC22ER6VR7R8ZZCMMRRG7A9,379YH0H8TKUL13VA1ERPVC2H9POSZR,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 23:21:37 PST 2018,9,BatchId:3464355;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 23:21:37 PST 2018,,,3PQ8K71NHXLZXSQI4WPKXNK1W9DAAX,A39KHMYFO61LKN,Submitted,Fri Dec 07 23:23:16 PST 2018,Fri Dec 07 23:44:45 PST 2018,Wed Dec 12 23:44:45 PST 2018,,,,1289,0% (0/0),0% (0/0),0% (0/0),40402204,,
3YD0MU1NC22ER6VR7R8ZZCMMRRG7A9,379YH0H8TKUL13VA1ERPVC2H9POSZR,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 23:21:37 PST 2018,9,BatchId:3464355;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 23:21:37 PST 2018,,,3Q5ZZ9ZEVOGO8YLMC2EPTLYKE7C58I,AYM123ND5CL0L,Submitted,Fri Dec 07 23:24:50 PST 2018,Fri Dec 07 23:40:22 PST 2018,Wed Dec 12 23:40:22 PST 2018,,,,932,0% (0/0),0% (0/0),0% (0/0),50358494,,
3L55D8AUFAYLZ5OQEEUQIKW7VQICYJ,3NA63N4RY9J3I0LIZMIHLPL6KN8VES,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Mon Dec 03 05:24:10 PST 2018,9,BatchId:3457885;OriginalHitTemplateId:920937340;,3600,432000,Tue Dec 04 11:48:26 PST 2018,,,38SKSKU7R1YVZT0KDB6NNZOV3E4ILK,A1ONILGBGJ8Y5K,Rejected,Mon Dec 03 08:13:05 PST 2018,Mon Dec 03 08:29:43 PST 2018,Sat Dec 08 08:29:43 PST 2018,,Tue Dec 04 16:06:25 PST 2018,Duplicate responses from Worker ID despite clear instructions that duplicate worker IDs will not be approved.,998,50% (1/2),50% (1/2),50% (1/2),82342848,,
3L55D8AUFAYLZ5OQEEUQIKW7VQICYJ,3NA63N4RY9J3I0LIZMIHLPL6KN8VES,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Mon Dec 03 05:24:10 PST 2018,9,BatchId:3457885;OriginalHitTemplateId:920937340;,3600,432000,Tue Dec 04 11:48:26 PST 2018,,,3FTOP5WARFPEX8V460541GB7CU7J0A,A163J5TEJBO43B,Approved,Mon Dec 03 05:26:14 PST 2018,Mon Dec 03 05:51:21 PST 2018,Sat Dec 08 05:51:21 PST 2018,Wed Dec 05 07:53:05 PST 2018,,,1507,100% (1/1),100% (1/1),100% (1/1),43467746,,
3L55D8AUFAYLZ5OQEEUQIKW7VQICYJ,3NA63N4RY9J3I0LIZMIHLPL6KN8VES,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Mon Dec 03 05:24:10 PST 2018,9,BatchId:3457885;OriginalHitTemplateId:920937340;,3600,432000,Tue Dec 04 11:48:26 PST 2018,,,3KAKFY4PGU3EJPAV752NRDUE3S73IL,AQV468FB908WI,Approved,Mon Dec 03 06:52:38 PST 2018,Mon Dec 03 07:20:26 PST 2018,Sat Dec 08 07:20:26 PST 2018,Wed Dec 05 07:53:05 PST 2018,,,1668,100% (1/1),100% (1/1),100% (1/1),96152088,,
3L55D8AUFAYLZ5OQEEUQIKW7VQICYJ,3NA63N4RY9J3I0LIZMIHLPL6KN8VES,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Mon Dec 03 05:24:10 PST 2018,9,BatchId:3457885;OriginalHitTemplateId:920937340;,3600,432000,Tue Dec 04 11:48:26 PST 2018,,,3SUWZRL0MYE103VRUOAUD186KP0E6O,A2W3KKNN3CAY66,Approved,Mon Dec 03 06:26:08 PST 2018,Mon Dec 03 06:43:44 PST 2018,Sat Dec 08 06:43:44 PST 2018,Wed Dec 05 07:53:05 PST 2018,,,1056,100% (1/1),100% (1/1),100% (1/1),58606127,,
337F8MIIMZEL76FQDRDZ7UQZR0Z046,3ARIN4O78FJQ281EVQ34OIGCOMRIF0,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Mon Dec 03 13:26:55 PST 2018,9,BatchId:3458586;OriginalHitTemplateId:920937340;,3600,432000,Tue Dec 04 11:46:49 PST 2018,,,3PZDLQMM0TMYL4SCBVSWX0RRKBTC2R,A1506T1PAYRT16,Approved,Mon Dec 03 18:24:02 PST 2018,Mon Dec 03 18:45:03 PST 2018,Sat Dec 08 18:45:03 PST 2018,Wed Dec 05 07:53:26 PST 2018,,,1261,100% (1/1),100% (1/1),100% (1/1),25894376,,
3MA5N0ATTCCZTY5ERQT0L6OZPUJKW3,3WSO80OI827IUTCVWC4YPUBDG0E4LE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 07:33:19 PST 2018,30,BatchId:3464533;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 07:33:19 PST 2018,,,336YQZE83VF3TNNQ63O8Y3ZFYC6M5S,A3LFB7XLW00Q61,Submitted,Sat Dec 08 08:42:42 PST 2018,Sat Dec 08 08:59:56 PST 2018,Thu Dec 13 08:59:56 PST 2018,,,,1034,0% (0/0),0% (0/0),0% (0/0),71392930,,
3MA5N0ATTCCZTY5ERQT0L6OZPUJKW3,3WSO80OI827IUTCVWC4YPUBDG0E4LE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 07:33:19 PST 2018,30,BatchId:3464533;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 07:33:19 PST 2018,,,33CID57104UG9QI1S8Z0JTM6KBOL3Y,ARHBT4K14I7U,Submitted,Sat Dec 08 07:33:52 PST 2018,Sat Dec 08 07:52:14 PST 2018,Thu Dec 13 07:52:14 PST 2018,,,,1102,0% (0/0),0% (0/0),0% (0/0),2051675,,
3MA5N0ATTCCZTY5ERQT0L6OZPUJKW3,3WSO80OI827IUTCVWC4YPUBDG0E4LE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 07:33:19 PST 2018,30,BatchId:3464533;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 07:33:19 PST 2018,,,33CUSNVVNND7VG4OA0LS558BGXI88S,A39SK1E6IMQBD5,Submitted,Sat Dec 08 07:43:00 PST 2018,Sat Dec 08 08:15:57 PST 2018,Thu Dec 13 08:15:57 PST 2018,,,,1977,0% (0/0),0% (0/0),0% (0/0),51671268,,
3MA5N0ATTCCZTY5ERQT0L6OZPUJKW3,3WSO80OI827IUTCVWC4YPUBDG0E4LE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 07:33:19 PST 2018,30,BatchId:3464533;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 07:33:19 PST 2018,,,36H9ULYP62V5UCAU9IOP4NYBJCPJF4,A36JTIZPOO2HO5,Submitted,Sat Dec 08 08:35:17 PST 2018,Sat Dec 08 08:45:21 PST 2018,Thu Dec 13 08:45:21 PST 2018,,,,604,0% (0/0),0% (0/0),0% (0/0),75486105,,
3MA5N0ATTCCZTY5ERQT0L6OZPUJKW3,3WSO80OI827IUTCVWC4YPUBDG0E4LE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 07:33:19 PST 2018,30,BatchId:3464533;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 07:33:19 PST 2018,,,386CSBG1OZNQX6LW3F5U7IXK48E6QF,A27P5MJ4OFA4UZ,Submitted,Sat Dec 08 08:07:53 PST 2018,Sat Dec 08 08:23:32 PST 2018,Thu Dec 13 08:23:32 PST 2018,,,,939,0% (0/0),0% (0/0),0% (0/0),55160317,,
3MA5N0ATTCCZTY5ERQT0L6OZPUJKW3,3WSO80OI827IUTCVWC4YPUBDG0E4LE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 07:33:19 PST 2018,30,BatchId:3464533;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 07:33:19 PST 2018,,,3907X2AHF06HFT1GG0E2H0QYJ7Q2P3,A2HGZOXZ36XKRI,Submitted,Sat Dec 08 07:40:14 PST 2018,Sat Dec 08 07:54:25 PST 2018,Thu Dec 13 07:54:25 PST 2018,,,,851,0% (0/0),0% (0/0),0% (0/0),85524109,,
3MA5N0ATTCCZTY5ERQT0L6OZPUJKW3,3WSO80OI827IUTCVWC4YPUBDG0E4LE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 07:33:19 PST 2018,30,BatchId:3464533;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 07:33:19 PST 2018,,,39LNWE0K4UXYIJNEMPYOEMKEGKEUI1,AMY9FF4EMW50O,Submitted,Sat Dec 08 07:35:51 PST 2018,Sat Dec 08 07:46:29 PST 2018,Thu Dec 13 07:46:29 PST 2018,,,,638,0% (0/0),0% (0/0),0% (0/0),38533407,,
3MA5N0ATTCCZTY5ERQT0L6OZPUJKW3,3WSO80OI827IUTCVWC4YPUBDG0E4LE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 07:33:19 PST 2018,30,BatchId:3464533;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 07:33:19 PST 2018,,,39U1BHVTDLS4S3Q61H1R5KWNEOB3TK,A1AIHLAEJ8FU4J,Submitted,Sat Dec 08 08:02:12 PST 2018,Sat Dec 08 08:29:16 PST 2018,Thu Dec 13 08:29:16 PST 2018,,,,1624,0% (0/0),0% (0/0),0% (0/0),23721248,,
3MA5N0ATTCCZTY5ERQT0L6OZPUJKW3,3WSO80OI827IUTCVWC4YPUBDG0E4LE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 07:33:19 PST 2018,30,BatchId:3464533;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 07:33:19 PST 2018,,,3B3WTRP3DB3WN6L9ZBI5VAQJE38298,A25AQVQ1NAY36D,Submitted,Sat Dec 08 07:37:04 PST 2018,Sat Dec 08 07:50:26 PST 2018,Thu Dec 13 07:50:26 PST 2018,,,,802,0% (0/0),0% (0/0),0% (0/0),62711918,,
3MA5N0ATTCCZTY5ERQT0L6OZPUJKW3,3WSO80OI827IUTCVWC4YPUBDG0E4LE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 07:33:19 PST 2018,30,BatchId:3464533;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 07:33:19 PST 2018,,,3C8HJ7UOP7V1017FDRVON76AZBDZMB,A2DG3J43DRG8ME,Submitted,Sat Dec 08 07:37:00 PST 2018,Sat Dec 08 07:56:53 PST 2018,Thu Dec 13 07:56:53 PST 2018,,,,1193,0% (0/0),0% (0/0),0% (0/0),85268364,,
