react_mob,react_hom,unsure_oe,cog_dissonance_oe,fake_news_oe,info_seeking_oe,racism_hate_oe,social_desirability_race_oe,violence_oe,lethal_oe,extrajudicial_oe,dehumanizing_oe,demonizing_oe,group_oe,ingroup_oe,anger_oe,disgust_oe,sadness_oe,fear_oe,anxiety_oe,survey_code_oe,exclude_oe
"If the people who attacked the alleged perpetrator are convicted, then they should be sentenced as per the law just like any other criminal.","If we assume the man who was beaten and charged with the murder of the child is found guilty, then he should be relieved of his life in a manner that inflicts as much pain as he inflicted on the child.",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,VF5W,
I think the perpetrator got what he deserved. I don't think that any of the people involved with attacking him should be in any kind of trouble. ,"It makes me upset to think that someone could murder an innocent child. It brings so many questions to mind, but most importantly WHY? What could drive a person to kill an innocent child?",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,UBVH,
He got what was coming to him. He should have been shot right there in the street if the evidence was 100% which it sounds like it was. No one should have been taken into custody.,This was sickening that the child was murdered. I did like the people beat the guy into a bloody pulp and they should not have been taken into custody for doing so. ,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,YPBV,
"Previous research has shown that some homicides are more likely than others to receive newspaper coverage (for example, homicides by strangers). The present investigation examined whether, once the decision has been made to report on a homicide, the nature of the coverage (that is, how much visibility is given to a story, what information is included, and how a story is written) differs according to two key variables, victim ethnicity, and victim-suspect relationship.

Setting: Los Angeles, California (USA).

Methods: Homicide articles from the 1990–94 issues of the Los Angeles Times were stratified according to the predictors of interest (victim ethnicity and victim-suspect relationship) and a sample was drawn. Data that characterized two primary aspects of newspaper coverage, prominence and story framing (including background information, story focus, use of opinions, story tone, and “hook” or leading introductory lines) were abstracted from the articles. Descriptive statistics and cross tabulations were generated. Multivariate analyses were conducted to examine the predictive value of victim ethnicity and victim-suspect relationship on the nature of the newspaper coverage.","Previous research has shown that some homicides are more likely than others to receive newspaper coverage (for example, homicides by strangers). The present investigation examined whether, once the decision has been made to report on a homicide, the nature of the coverage (that is, how much visibility is given to a story, what information is included, and how a story is written) differs according to two key variables, victim ethnicity, and victim-suspect relationship.

Setting: Los Angeles, California (USA).

Methods: Homicide articles from the 1990–94 issues of the Los Angeles Times were stratified according to the predictors of interest (victim ethnicity and victim-suspect relationship) and a sample was drawn. Data that characterized two primary aspects of newspaper coverage, prominence and story framing (including background information, story focus, use of opinions, story tone, and “hook” or leading introductory lines) were abstracted from the articles. Descriptive statistics and cross tabulations were generated. Multivariate analyses were conducted to examine the predictive value of victim ethnicity and victim-suspect relationship on the nature of the newspaper coverage.",,,,,,,,,,,,,,,,,,,MKWS,Bot
i think it was wrong and made me a little sad having to think about it,"I think that it is very wrong for what happened,it makes me sad.",0,0,0,0,0,0,,,,,,,,,,,,,KFIS,Attention check
"I think that it is an unfortunate situation and that it should not be condoned. However, I think that this person is subject to ""rogue justice"" and that it's not the most unfair thing in the world to have happen.","I think that this is truly a sad, horrific, and deplorable moment. There is no excuse for killing a child. My heart aches for this city and the family that no longer has the joy of the child in their lives.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,WBPA,
"i would have done the same, if my child had been murdered like that nothing could stop me from doing this, and the penalties to me wouldn't matter, only getting justice would","that the person who did that to a child should get the death penalty, they don't deserve to live, an eye for an eye",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,KJNQ,
"I don't think that is the right thing to do.  The perpetrator will be sufficiently punished by the law.  Whatever angry was felt, it shouldn't have been acted out.",It is just horrible.  An innocent child killed by a monster.  I don't know how these senseless acts happen and what can be done about it.,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,WSZ5,
"At first, it seems legitimate action to attack the alleged perpetrator. However, it is more important to follow the rules of law. What if the alleged perpetrator was innocent; somebody else committed the crime?",Totally shocked. How can anyone kill an innocent child? Authorities need to get to the bottom of this and make sure such horrific incidents never happens in future.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,SEI8,
Being a mother is made me sad. I felt sad for both families. I wondered if the man was experiencing a mental situation. ,Being a mother I feel a lot of pain for the families. I wonder why the man did what he did. Was he experiencing a mental breakdown?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6NLW,
"I feel like this is one form of social justice that I'm not completely against.  I understand how a crowd can get so worked up over something like this and want to take action.  While I don't think that I'd participate, I'm not surprised when hearing about something like this.  When someone is heart, especially in a tight knit community, people want to take justice into their own hands.  ","This is a heart breaking article to read.  It's always incredibly sad to hear that child dies but even more so when it is at the hands of an adult.  I'm not sure what the circumstances are in regards to this crime but this should not have happened.  There is nothing that makes it ok to hurt, harm or kill a child.  ",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,YC9U,
I know they have done wrong but it is up to the court to decide his fate.I know people would be upset over what they done to the child but that is not the way to handle it.,I do not understand how anyone could kill anyone much less a child. My heart goes out to their family. I wish things like this did not happen I wish everyone could just get along and live in harmony.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,IVBT,
"Since they were Muslim, and there was no info about how the perp was identified, I thought there was a decent chance that this was a case of mistaken identity and a horrible miscarriage of ""justice."" This was a police matter and mob vengance has always been the wrong way to
go. Particuarly right after a horrible event, impropper reporting or just wild speculation
can lead to things like this. ","As a parent, I can imagine what a great loss this would be for the parents of that child. All killings are sad, but it's particularly so for children who have so much promise and so much to live for. It also wasn't a fair fight as children don't stand much chance other than figuring it out early and running away.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,G7KM,
I understand that the citizens would be angry because a person came into their community a year ago who sought refuge and murdered one of their own.,"It is sad that a young child was murdered, especially by someone who should be appreciative of being in the United States.  Instead, he chose to commit a crime against an innocent child.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,VA19,
What are your reactions to the attack of the alleged perpetrator described in the article? Please write at least  20 words about anything that comes to mind.,"mind.Your response must be at least 50 characters.

What are your reactions to the homicide of the child described in the article? Please write at least  20 words about anything that comes to mind.",,,,,,,,,,,,,,,,,,,8BIW,Bot
he deserves everything he gets because no child should ever go threw that,it angers be because no child should ever have to be killed because of a grown adult..that man is a coward and deserves to die ,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,WRLF,
i think the society dont need to have they punisment with their hand we have the better judicial sistem,i think its very badly because allways the homicide of a person its very rude and a kid in the first years of live its worst i hope the law punish the perpetrador with all the power ,,,,,,,,,,,,,,,,,,,15KC,Foreign
"The perpetrator probably got what was coming to him, however I do not think it is the community members job to punish him.",This is a very tragic even. My thoughts and prayers go out to the child and the family. I would be very upset and angry.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,E27H,
THE EVIDENCE  OF THE PERPETRATOR'S  ACTIVE  PARTICIPATION ATTACK,HOMICIDE IS THE ACT OF ONE HUMAN KILLING ANOTHER . A HOMICIDE REQUIRES ONLY A VOLITIONAL ACT  BY ANOTHER PERSON THAT RESULTS IN DEATH,,,,,,,,,,,,,,,,,,,MN02,Bot
again not the best way to respond. detain and turn over to police is the correct response but I can understand why got carried away.,why? what caused this slaying. I always dislike id of persons status. doesn't help us. Can understand locals response. more to this story. ,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,TOCM,
"I am torn. I think he very much deserves it but at the same time, we have a system for a reason. It would be chaos if everyone took these things into their own hands. ",I felt awful and repulsed. THere is literally no reason that I can think of for killing a child and that makes me so sad. I do not know how to accept it because it is completely illogical to me.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,YNCR,
"I'm mixed on it.  In a way, well, not really in a way, but... the guy had it coming to him.  I don't really have any sympathy for him.   On the opposite side, I'm not really a big fan of mob justice.  Nothing good ever comes from it.   It causes more harm than good.   Lets say, for a minute that okay, this guy did it, he got his ass kicked by a mob and he had it coming to him, okay fine.  What happens though if this bloodthirsty mob had tracked down the wrong guy?  Some entirely innocent person just got knocked on the head and for what?  ",It's unfortunate.  This type of thing happens far too often.  There isn't just one victim here either.  The family of the child has had their lives turned upside down from this and they will be suffering for years.  The family of the person who did this also has to suffer.  The community has lost one of their own.  There isn't really any upside to any of this.,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,QGJQ,
"I understand because I'm a parent, but I know that the reasons that we have laws is for everyone to follow them. But if he did do it, he got away light with getting beat.",No child should have to go through that. I wish there was a way to protect all children at all times. It makes me very sad and angry. ,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,Z6TO,
i feel very bad at that situation. this is not take this one i fell upset.,This is very danger and not take this one. i feel very bad and anger anyone give me i will attack this person.,,,,,,,,,,,,,,,,,,,8XNJ,Foreign
"Even though what he did to the child is awful, I still cannot comprehend or condone the actions of the individuals that attacked him.  I do not agree here with an eye for eye.","This kind of crime is senseless and I cannot even imagine what would motivate a person to do this.  It is cruel and unfathomable,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCCG,
i hope the victims parents were some of the people that beat him i think he deserves much worse and hopefully he gets punished to the fullest extent of the law,it is horrible and disgusting. i don't understand how anyone could harm a child i hope the man that did it gets what he deserves and i pray for peace and strength for the parents of the child i can't even imagine the pain the are in right now   ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,SMI1,
We don't know that he did it. There was nothing in the article that pointed to why they thought this person did it. We have a process in this country for a reason. ,"I really felt awful that this incident occurred and my heart goes out to the family of the child. I don't understand how anyone could kill a child. However, the man who was beaten was only the alleged perp. How would these people feel if it was discovered he actually didn't do it?",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,CINH,
People shouldn’t take the law into their own hands.  It’s only ‘alleged’ he committed a homocide and should be left to law enforcement. ,I don’t m ow what would possess anyone to kill a child.  Though reading the news daily I realize there are many sick people in this world who do harm to others. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AT69,
I would have done the same if I was completely sure it was the person who did it.  The criminal justice system is worthless,Who screens these people when they are brought into the country I am not against refugees until it affects local communities,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,TBKW,
HE MUST REALIZE THAT THING HE DOES. THE HE WILL BE A GOOD MAN.,IT IS VERY HARD TO SEE THAT ARTICLE. THAT CHILD IS VERY BAD IN CONDITION.,,,,,,,,,,,,,,,,,,,WQB7,Bot
"It scared me to think that this could happen to anyone, anywhere. It made me want to go hug my child and be grateful that it wasn't us. It made me think about all the bad people that are still out there.","It blows my mind that someone can kill a poor innocent child. This person deserves a life sentence + death sentence. They took away so much from that child'd family, and they will never be the same.",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,I42D,
I feel that the perpetrator should serve his sentence in order to repent and feel remorse for the crime he has committed,"The whole incident is appalling and disgusting. Killing anyone is already bad and gruesome, hhow can some person have the heart to do it to a child?",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,YZEA,
"It seems the attackers knew him, I do not know if they were right in their actions however, because to that point he had not been proven guilty.","What bothers me most is that the individual that was taken into custody, was not proved to be the perpetrator, prior to being beaten. If proof does follow, then yes, an eye for an eye.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0OYY,
It disgusts me to see people like this. How low a person can go.  How can someone kill a child or any human being.  People like him deserve the harsh outcome.,I am person who have kids and it really hurts me when see things like this.  I am very sorry for the family for their loss. Hopefully justice will take place in this case.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,YRFM,
I felt satisfied about the attack of the perpetrator. The more I read the better I felt about the story. I did not feel one ounce of pity. ,When originally reading the headline I felt heartbroken. The homicide is the most horrific act imaginable. I felt a great deal of anger towards the perpetrator. ,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,VNIY,
"Perpetrators of violence often use a strategy of Deny, Attack, and Reverse Victim and .... Journal of Child Sexual Abuse, 3, 7–35. doi:10.1300/J070v03n01_02[Taylor ... Of the existing research that does examine concepts described by DARVO, ... violence convictions on their victims' characteristics and their victims' alleged ...","The convicted boy, Nathaniel Abraham, was 11 years and 9 months old when he went out ... He said Nathaniel would never have been charged with murder in ... A version of this article appears in print on November 17, 1999,",,,,,,,,,,,,,,,,,,,90MO,Bot
The attack of the alleged perpetrator is not part of our justice system. He should have been arrested and put through the regular trial and justice system. It is sad to see citizens taking the law into their own hands.,The senseless killing of a child is awful. It is terrible and inexcusable. It is very saddening. What could have prevented this horrific killing of this child.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,3LV9,
"he terrorist attack occurred on Friday when militants opened fire on three buses travelling from Sohag and Minya, carrying worshippers after leaving St. Samuel the Confessor’s monastery.

The third bus was the only one forced to stop, resulting in the death of seven passengers. Six of those killed, including a boy and a girl, were all members of the same family, and the seventh was the bus driver, according to the Coptic Orthodox Church. A photo was published showing all the family members together including the victims.","It was also discovered that boys are most at risk of homicide in every region measured, though the differences between male and female homicides vary. On average, though, boys suffer 70 percent of homicides while girls suffer 30 percent.
Though absolutely terrifying, this information is meant to shed light on oft overlooked statistics rather than scare the public from talking through these issues. Together, we can focus on lessening the numbers. Child homicide victims deserve our care and commitment, honoring their passing with acknowledgement and action.",,,,,,,,,,,,,,,,,,,ZD61,Bot
https://worker.mturk.com/projects/30959048Z1TL8NOYGDQKPG0HNUKCAQ/tasks?ref=w_pl_prvw,Very nice come  out me with go susprian tit to be ago,,,,,,,,,,,,,,,,,,,I8X4,Bot
Its sad. Especially because it was alleged. You never know with these thing. He could have been innocent. I get why everyone is angry but you cant take things into your own hands like that.,Its very sad that a child was murdered. It seems like the murder was gruesome. Other than that it doesnt really go into details.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,RRYH,
I am disgusted anyone would kill a child.  Do they have any proof?  What are the facts and the people who beat him need to go to jail.  ,Sadden that the child died.  I am totally not impressed with our vigilante mentality.   We have become social justice warriors and attack anyone with different view points or are perceived as wrong doing well before facts or our police investigate.  ,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,WT5U,
I am okay that he was attacked. Punishment without trial can be risky though. If there is no proof of him murdering a child that could be an issue and he gets harmed for no reason.,I was pretty upset. Why would one need to do that? I was also just very curious as to why? why would someone need to murder a child? Other than to hide something? ,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0FUC,
"If you have any questions about your rights as a research participant or concerns about the conduct of this study, you may contact the Yale University Human Subjects Committee, Box 208010, New Haven, CT 06520-8010, 203-785-4688,","We are conducting an academic survey. Select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to ",,,,,,,,,,,,,,,,,,,SSFE,Bot
I was actually relieved that he was attacked by the local residents and they beat him up. He deserves a lot worse in my opinion and I hope people do the same to him while he is in prison. ,Obviously its a sad story. What would have driven this middle age man to kill a child. Regardless I am glad he is caught and now hope that justice would be served. ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,O6PY,
"I do not agree with the residents decision to attack the perpetrator. If they would have killed him, they would face jail time and the perpetrator would not have to face a legal punishment.","I am appalled by the fact that someone would kill an innocent child. I can understand why the residents attacked the killer, but I would not personally do it. I would try to report him to the cops or apprehend him, so he could face punishment through the law.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,D7D6,
"(Anderson, Martine, Mullen, Romans, & Herbison, 1993 Anderson, J., Martine, J., Mullen, P., Romans, S., & Herbison, P. (1993). The prevalence of childhood sexual abuse experiences in a community sample of women. Journal of the American Academy of Child & Adolescent Psychiatry, 32, 911–919. doi:10.1097/00004583-199309000-00004
[Crossref], [PubMed], [Web of Science ®], , [Google Scholar]
; Felson & Paré, 2005 Felson, R. B., & Pare, P. (2005). The reporting of domestic violence and sexual assault by non-strangers to the police. Journal of Marriage and Family, 67, 597–610. doi:10.1111/jomf.2005.67.issue-3
[Crossref], [Web of Science ®], , [Google Scholar]
; Ferraro, 1997 Ferraro, K. J. (1997). Battered women: Strategies for survival. In A. P. Cardarelli (Ed.), Violence between intimate partners: Patterns, causes, and effects (pp. 124–143). Boston, MA: Allyn & Bacon.
 [Google Scholar]
; Flowers, 1996 Flowers, R. B. (1996). The problem of domestic violence is widespread. In K. L. Swisher (Ed.), Domestic violence (pp. 10–21). San Diego, CA: Greenhaven.
 [Google Scholar]
; Mears, Carlson, Holden, & Harris, 2001 Mears, D. P., Carlson, M. J., Holden, G. W., & Harris, S. D. (2001). Reducing domestic violence revictimization: The effects of individual and contextual factors and type of legal intervention. Journal of Interpersonal Violence, 16, 1260–1283. doi:10.1177/088626001016012003
[Crossref], [Web of Science ®], , [Google Scholar]
; Schönbucher, Maier, Mohler-Kuo, Schnyder, & Landolt, 2012 Schönbucher, V., Maier, T., Mohler-Kuo, M., Schnyder, U., & Landolt, M. A. (2012). Disclosure of child sexual abuse by adolescents: A qualitative in-depth study. Journal of Interpersonal Violence, 27, 3486–3513. doi:10.1177/0886260512445380
[Crossref], [PubMed], [Web of Science ®], , [Google Scholar]
; Zoellner et al., 2000 Zoellner, L. A., Feeny, N. C., Avarez, J., Watlington, C., O’Neill, M. L., Zager, R., & Foa, E. B. (2000). Factors associated with completion of the restraining order process in female victims of partner violence. Journal of Interpersonal Violence, 15, 1081–1099. doi:10.1177/088626000015010005
[Crossref], [Web of Science ®], , [Google Scholar]
). Despite the plethora of research on reasons for victim non-disclosure or delayed disclosure, there has been very little focus on how perpetrators may actively discourage their victims from disclosing. Perpetrator demands for silence may in fact negatively affect victims’ willingness to disclose interpersonal abuse. Freyd (1997 Freyd, J. J. (1997). Violations of power, adaptive blindness, and betrayal trauma theory. Feminism & Psychology, 7, 22–32. doi:10.1177/0959353597071004
[Crossref], [Web of Science ®], , [Google Scholar]
) proposed that perpetrators employ a particular three-part strategy in order to silence victims and escape culpability: deny or minimize the abuse, attack the victim’s credibility, and assume a victimized role (i.e., “play the victim”). The elements of this strategy are captured by the acronym DARVO: Deny, Attack, Reverse Victim and Offender. Freyd (1997 Freyd, J. J. (1997). Violations of power, adaptive blindness, and betrayal trauma theory. Feminism & Psychology, 7, 22–32. doi:10.1177/0959353597071004
[Crossref], [Web of Science ®], , [Google Scholar]
) conceptually linked these particular responses and suggested that this set of perpetrator reactions to being confronted or held responsible for harmful behavior would produce confusion and non-disclosure on the part of the victim","Murders of children and youth, the ultimate
form of juvenile victimization, have
received a great deal of deserved publicity
in recent years.1 Yet, while images of Polly
Klaas and student victims at Columbine
High School are vivid in the public’s mind,
statistics on juvenile murder victims are
not. Substantial misunderstandings exist
about the magnitude of and trends in juvenile
homicide and the types of children at
risk of becoming victims of different types
of homicide.
This Bulletin gives a brief statistical portrait
of various facets of child and youth
homicide victimization in the United
States. It draws heavily on homicide
data from the Federal Bureau of Investigation’s
(FBI’s) Supplementary Homicide
Reports (SHRs), which are part of the
Bureau’s Uniform Crime Reporting Program;
however, it also relies on a variety
of other studies and statistical sources.
Highlights of the findings presented in this
Bulletin include the following:
◆ In 1999, about 1,800 juveniles (a rate of
2.6 per 100,000) were victims of homicide
in the United States. This rate is
substantially higher than that of any
other developed country.
◆",,,,,,,,,,,,,,,,,,,VIAA,Bot
I was happy that he paid for what he did in a small way.  I think he should be put to death immediately.  He should not be allowed to ever walk as a free man again.,I immediately thought of my grandkids.  Then I wondered how could people do such horrific things.  I also thought that they should have killed him instead of just beating him.  He doesn't deserve to live.,,,,,,,,,,,,,,,,,,,1CN8,Dupe
"This is mob justice, pure and simple. Throw in the complication that target is Muslim and you've got a big, ol' can of worms spilled out across the sidewalk.","It is horrible and shocking. The article is pretty scarce on details, but just the concept is distasteful to anyone.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,WBPL,
It is attack on the alleged perpetrator reactions enjoyed mind in the article ,That is homicide of the child for article on shows the suspect being beaten by local severely they are alleged but middle-ageci for reactions .,,,,,,,,,,,,,,,,,,,QUNB,Bot
"This isn't how our justice system works. We don't try and sentence and punish by mob mentality. As soon as I read that the alleged perpetrator was a Muslim immigrant (refugee, if I remember correctly?) I wondered if the crowd even had any logical reason to believe he's the perpetrator, or if they were acting based on their own racist garbage. The article didn't give enough info for me to know if this guy likely had anything to do with the homicide.","This is a horrible situation, and while I don't condone the sort of violence the crowd carried out, I can understand the extreme emotions behind it. That eye-for-an-eye mentality is a natural urge in the face of such a tragedy, but I wonder what proof there is that this man is the one who killed the child.",0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,SRQB,
"While i dont condone the attack, especially not knowing if the man was actually guilty, i'm completely ok with local people attempting to detain the man for the police to capture and interrogate.","This seems to be happening more frequently, or at least appears to be happening more frequently based on coverage. I still don't understand how someone would think this is even remotely ok for them to do. I also don't understand how someone could even make themselves do this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QNHZ,
I think the attack was gruesome and unjustified. I think the man deserves to go to prison to be rehabilitated. ,I think the homicide was a very bad thing to have happened especially to a child I dont like that this happened to the child.,,,,,,,,,,,,,,,,,,,JOV0,Time
I want to make sure that's actually him. Otherwise the attackers are just as bad. He had no trial to proof his innocence or guilt.,"That is digusting, tragic, and sad. Who would do that and why? I didn't see what anyone would reason.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,G5IS,
"it is a bad thing to hold court in the street , it began with simple things like this and evolve into something ugly ","the world is going to hell and that all u see in the news .Hate,violence and fear of everything that might go wrong .",,,,,,,,,,,,,,,,,,,QBDL,Foreign
I am really bothered by the fact that people attempted to take justice in to their own hands. We have a justice system in our country for a reason and we are innocent until proven guilty.,"I feel like this is a really heart breaking story. I understand that the community was upset, but in America, we have the right to a fair trial and that means that the public can't just take matters into their own hands.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6S16,
"If this person did commit this crime, then the attack was definitely warranted and deserved. However, this person deserves the right to a fair trial before any punishment.",The thought of the way this child suffered and the fear they must have felt is heartbreaking. I can't imagine what it must be like for the child's family and friends.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,EVCA,
Violence is generally not the answer. It sounds like the attack was more racially motivated than anything else. I understand a child was murdered but you need to leave it up to the courts to administer punishment.,I'm a parent so it breaks my heart to hear about a child being killed. What if it were my son? I just don't understand how anybody can take the life of an innocent person.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,NZQI,
"I feel indifferent. Again, these things happen. Life isn’t fair. I considered the possibility that the person attacked wasn’t the real perpetrator, which would make it all comical.","I feel indifferent. These things happen. It doesn’t help that basically one line of the article is devoted to the event, while the rest are devoted to the alleged perpetrator. It feels like the article also doesn’t care about the child.",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,HVZY,
"I felt like I would have done the same thing if I was in the position that these people were in. There is no good reason to kill a child, so I'm sure the people felt anger that they had a hard time controlling. I'm actually surprised they let him live.",I was very angry when I read that a child's life was taken. I felt like the people that beat up the perpetrator were too kind to have left the individual alive. I'm not sure I would have.,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,TYQK,
he doing wrongly he susppted and very danger guy and going jail corect he many people telling,home child are very naty and very cute and some very danger thery play time home thinks some thinks are smashed and thorw home outside  some he doing some working seeing very cutely and superly,,,,,,,,,,,,,,,,,,,QGU2,Bot
"It is barbaric.  The rule of law is sacred.  Everyone deserves their day in court no matter how horrific the crime.  Without this, there is no order to society.  We are no better than those we call our enemies. ","The world is a sad place.  There is so much suffering everywhere.  Things like this happen everyday.  I prefer to focus on the beauty in the world, instead.  Bring light to dark places",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,GGUD,
Violence needs to be stopped as much as possible. It is never good to accept violence because usually it leads to more violence. ,I sincerely hope the attacker gets what he deserves. It is just mind boggling that these types of things still happen. My condolences go out  to the parents and the community. ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A08D,
i was very provoke with the man who committed that evil act and wished i could laid my hand on him because those children never deserve that,i was very provoke with the man who committed that evil act and wished i could laid my hand on him because those children never deserve that,,,,,,,,,,,,,,,,,,,FJBR,Foreign
"I thought it was ok if the person was caught red handed or something and there was no doubt that he was the guilty party. But the article didn't specify, so it could have just been some random person that was innocent, so that didn't seem right to me if an innocent person was punished. ","I feel bad that it happened, but unfortunately these kind of things do happen in the world. There are bad people out there and you have to be on your toes at all times.",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,GPUW,
If a person had witnessed the homicide act then I feel that the perpetrator deserved the beating that he received. If the act was validated beyond a reasonable doubt by people that were there then street justice is really an appropriate use of force against this person. If this was true then I felt good about reading the article that at least the perpetrator got what he deserved.,"Taking justice into our own hands can be dangerous. In revisiting the facts of this case if the alleged perpetrator was in fact validated by people that actually saw him then I feel that this was a totally justified incident.

I feel for the family of the child a lot. It is not right for anyone to take the life of any person. ",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,676G,
"I don't think citizen justice is really the right call, even if it emotionally feels good to some people. I think we need to let our justice system work the way it's supposed to, what if the person was actually innocent?","It's unfortunate that an innocent child was killed for no reason, it makes you think about what would cause someone to commit such a heinous act, and it makes you wonder what kind of society we live in.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4LBY,
"It was stupid.  That sort of thing doesn't create justice, it's just most likely to kill the wrong person.   Mob justice isn't justice at all.  Far too many people don't understand that.  ","It happened.  There is not much to say about ti.  The article didn't go into detail about the killing.  The aftermath, though, was quite concerning.  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25M9,
"Much as I commented in the article, Doing the same thing to a person who commits a crime does not make you better then them.","I really wanted to know what happened more in detail, such as was this a parent, family friend, stranger? What events led to this horrible occurrence?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,HFVU,
"While I agree that in all likelihood, this man is guilty and got what he deserved.  However, I think it was the wrong thing to do because he is the ""alleged"" perpetrator.  He should have been apprehended and then allow the authorities to handle it.","Any time you have a homicide it is a terrible thing, but when it happens to a child it just tears at your heart.  It's one thing to do horrible things to an adult, but you don't mess with children.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FGMV,
"I THINK ITS GOOS THEY DID WHAT THEY DID TO HIM, HE DESERVED EVERY BIT OF WHAT HAPPENED TO HIM","HOW DARE SOMEONE COME TO OUR COUNTRY AND THEN TAKE THE LIFE OF ANOTHER, ITS RIDICULOUS. I HOPE HE GETS WHAT DESERVES",0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,OPDU,
