StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,SC0,MTurkCode,Bots,Q8 - Sentiment Polarity,Q8 - Sentiment Score,Q8 - Sentiment,Q8 - Topics
2018-12-11 12:49:28,2018-12-11 12:57:44,IP Address,65.102.189.104,100,496,True,2018-12-11 12:57:45,R_12hz2z4JaB7hWha,,,,,47.14300537109375,-122.164398193359375,anonymous,EN,BLWN,Moderately,Not at All,Strongly,Strongly,Not at All,Not at All,Not at All,Not at All,"It is always so sad to hear of the death of a child, but the death of a child by the hand of another is beyond comprehension.  What would drive an individual to kill a child?  What could a child do that was so horrendous that someone felt the need to kill them?  What could the individual been thinking that did this act?",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Strongly Oppose,Strongly Oppose,Mobile phone,1.69,Moderately,Not at all,Strongly,Strongly,Not at all,Slightly,Not at all,Not at all,"Taking justice into your hands is never the answer to a problem.  You are only creating a bigger problem.  We have one of the best legal systems in the world and we need to trust that it will work as it is suppose to.  An individual is innocent until proven guilty beyond a reasonable doubt.  It is better for society that some guilty individuals go free then that we constantly are convicting the wrong individuals.  Nothing good every comes out of an individual taking the law into their own hands.  Then they have to live with their actions for the rest of their lives, and that really screws with the head.",Completely Unjustified,Very Unjustified,Somewhat Justified,Neither Justified nor Unjustified,Somewhat Unjustified,Somewhat Unjustified,Somewhat Unjustified,Somewhat Unjustified,Somewhat Unjustified,Completely Unwilling,About once a year,Between 15 and 30 minutes,Greatly Increase,No Change,No Change,Slightly Decrease,Strongly Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,no,132,61505600,,,,,
2018-12-11 12:55:11,2018-12-11 12:58:31,IP Address,66.195.54.234,100,199,True,2018-12-11 12:58:31,R_2rC4eFrPvKWLSqw,,,,,39.1656951904296875,-84.233001708984375,anonymous,EN,FPOC,Strongly,Not at All,Slightly,Extremely,Not at All,Not at All,Not at All,Not at All,There is nothing more tragic than the murder of a young child.  ?being a father myself I cannot understand why anyone would want to hurt a child.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Support,Completely Support,Television,3.50,Strongly,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,Not at all,He deserved it for what he had done to the poor innocent child.  He deserved ever bit of what he got.,Very Justified,Completely Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Neither Willing nor Unwilling,Several times per week,Less than 5 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,Slightly Increase,Somewhat Approve,Homicide,IM_6LjlZqmt6P2KfSl,no,151,13686362,,,,,
2018-12-11 12:50:44,2018-12-11 12:58:42,IP Address,184.167.129.194,100,477,True,2018-12-11 12:58:42,R_0Vtdu3WQVWnEj3H,,,,,39.03070068359375,-108.43609619140625,anonymous,EN,ETN1,Extremely,Not at All,Extremely,Extremely,Not at All,Strongly,Strongly,Not at All,"It is absolutely horrendous that this happened to an innocent child! I feel such sadness for the family that has to deal with this horrible loss.  ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Somewhat Justified,Somewhat Support,Strongly Support,Kitchen appliance,6,Strongly,Not at all,Strongly,Strongly,Not at all,Not at all,Slightly,Not at all,"It is not right that they took matters into their own hands and went after the perpetrator, I can understand though. If this happened to my own child I don't know what I would be capable of. ",Somewhat Unjustified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,Several times per month,Less than 5 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,Moderately Increase,Completely Approve,Homicide,IM_e4LIm2S0u1OCEMB,Thank you,158,35630627,,,,,
2018-12-11 12:51:24,2018-12-11 12:58:47,IP Address,198.140.240.10,100,443,True,2018-12-11 12:58:47,R_qUb5PQwmYhvXC7v,,,,,28.30780029296875,-81.36810302734375,anonymous,EN,ZFOX,Extremely,Not at All,Strongly,Strongly,Not at All,Moderately,Moderately,Not at All,I think that anytime a child is murdered is that it is an horffic tragedy. It is sad that in today's world that children are treated with such disdain.,Completely Unjustified,Somewhat Justified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Very Justified,Very Justified,Completely Justified,Strongly Support,Completely Support,Mobile phone,2.29,Extremely,Not at all,Extremely,Extremely,Not at all,Moderately,Moderately,Not at all,"I think that someone who is so callous should be punished to the uptmost extreme. The worst thing you can do is hurt a child. You can see the Catholic Church for this referral. ",Completely Unjustified,Somewhat Justified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Somewhat Willing,A few times a year,Less than 5 minutes,No Change,Greatly Decrease,Greatly Decrease,Moderately Increase,Strongly Approve,Homicide,IM_6LjlZqmt6P2KfSl,no,187,50209387,,,,,
2018-12-11 12:49:49,2018-12-11 13:01:55,IP Address,71.91.149.36,100,725,True,2018-12-11 13:01:57,R_3p3I2oPnTzQn23d,,,,,30.514404296875,-92.08969879150390625,anonymous,EN,UVKI,Extremely,Not at All,Extremely,Extremely,Not at All,Strongly,Extremely,Not at All,HOW COULD SOMEONE BE SO CRUEL. NO CHILD SHOULD HAVE TO EXPERIENCE SUCH DISTURBING BEHAVIOR. THIS HORRIBLE TO READ THE STORY.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Very Justified,Somewhat Support,Neither Support nor Oppose,Car,3,Not at all,Strongly,Not at all,Not at all,Strongly,Not at all,Not at all,Not at all,THEY DESERVED THE ATTACK IF NOT WORSE. LETHAL INJECTION WOULD BE TOO GOOD FOR THEM. HE NEED TO SUFFER THE SAME WAY THE CHILD DID.,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Willing,Several times per month,Between 5 minutes and 15 minutes,Greatly Increase,Slightly Decrease,Moderately Decrease,Moderately Increase,Completely Approve,Homicide,IM_6LjlZqmt6P2KfSl,No,145,77452477,Dupe,,,,
2018-12-11 12:54:52,2018-12-11 13:02:07,IP Address,50.88.122.169,100,435,True,2018-12-11 13:02:07,R_3O0QicPl4DhAygu,,,,,28.198394775390625,-81.48699951171875,anonymous,EN,3DMV,Extremely,Not at All,Extremely,Extremely,Not at All,Extremely,Extremely,Not at All,"bad
disgust
sin
disgrace
punishment
repent
court
jury


",Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Completely Support,Completely Oppose,Mobile phone,2.00,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Not at all,"bad
criminal
jail
prison
punish
evil
disgrace
devil",Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Completely Unwilling,About once a month,Between 5 minutes and 15 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,Greatly Increase,Completely Approve,Homicide,IM_e4LIm2S0u1OCEMB,no,173,19774280,,,,,
2018-12-11 12:56:34,2018-12-11 13:02:30,IP Address,72.145.172.88,100,355,True,2018-12-11 13:02:30,R_3MJOyHVgJsesV3Y,,,,,33.0457000732421875,-84.15149688720703125,anonymous,EN,JRER,Extremely,Not at All,Extremely,Extremely,Not at All,Moderately,Slightly,Not at All,"Sadness for the child, his/her family, and anger at the perpetrator is what first comes to mind. I literally cannot imagine what would make someone harm an innocent child.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Somewhat Unjustified,Strongly Oppose,Completely Oppose,Car,$3.75,Slightly,Moderately,Slightly,Slightly,Not at all,Slightly,Not at all,Not at all,"While I understand the emotions behind the attack, I don't think they should have done it if he was still just an alleged perpetrator. Without proof, they could be harming an innocent person.  ",Completely Unjustified,Very Justified,Very Justified,Somewhat Unjustified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Unwilling,A few times a year,Between 5 minutes and 15 minutes,Slightly Decrease,Moderately Decrease,No Change,Slightly Increase,Strongly Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,,127,26896990,,,,,
2018-12-11 12:58:05,2018-12-11 13:04:46,IP Address,69.207.183.63,100,400,True,2018-12-11 13:04:47,R_3rSdo1B9dfFmC7R,,,,,42.986602783203125,-77.417999267578125,anonymous,EN,QILV,Moderately,Not at All,Moderately,Strongly,Not at All,Not at All,Slightly,Not at All,"It said alleged person. Worried he might not be the right person. This is not how the law works. ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Justified,Completely Justified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Completely Unjustified,Neither Support nor Oppose,Neither Support nor Oppose,Television,3,Strongly,Not at all,Strongly,Moderately,Not at all,Not at all,Not at all,Not at all,I don't think they should have beat him. Should have held him until police go there.,Neither Justified nor Unjustified,Very Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Neither Willing nor Unwilling,Several times per week,Between 5 minutes and 15 minutes,Slightly Increase,Greatly Decrease,Greatly Decrease,Slightly Increase,Strongly Approve,Homicide,IM_cGy1dP3FBZG8SXj,,128,80142260,,,,,
2018-12-11 13:00:12,2018-12-11 13:04:56,IP Address,69.137.155.77,100,284,True,2018-12-11 13:04:57,R_3NxNNQIUpDPYFO1,,,,,38.912200927734375,-77.0177001953125,anonymous,EN,LW4B,Extremely,Not at All,Extremely,Extremely,Not at All,Moderately,Moderately,Not at All,"It's really sad and crazy that the attack happen. I'm not sure there is any evidence that the race/religion of the attacker is relevant. Though, I wish the worst for that specific individual. A full investigation into this entire tragedy is needed. I feel bad for the child, their loved ones, and the community in Ohio. ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Somewhat Justified,Somewhat Justified,Somewhat Justified,Somewhat Unjustified,Completely Oppose,Completely Oppose,Mobile phone,4,Extremely,Not at all,Extremely,Extremely,Not at all,Strongly,Strongly,Not at all,"I understand why it happened. So I really cannot blame the attackers. However, what they did was wrong. The attacker deserves a trial and a punishment through the court system. Vigilantly justice is not the right way to go. It does not help anyone, and it could even create more problems.   ",Neither Justified nor Unjustified,Very Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Unwilling,Several times per month,Between 5 minutes and 15 minutes,No Change,Slightly Increase,No Change,Slightly Decrease,Completely Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,n/a,140,54458140,,,,,
2018-12-11 13:00:28,2018-12-11 13:06:04,IP Address,74.142.149.230,100,336,True,2018-12-11 13:06:04,R_DeOpgNZp3YVQie5,,,,,44.4387969970703125,-88.080596923828125,anonymous,EN,3LU0,Strongly,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,The people who made comments said they would be super upset if someone killed their child and that they hope it can be resolved peacefully.  One also wondered why they would kill a child.,Completely Unjustified,Very Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,None of the above,4,Slightly,Not at all,Not at all,Slightly,Not at all,Not at all,Not at all,Not at all,I think that it is understandable but not justified.  Two wrongs do not make a right.  It only makes the people look just as bad as the perpetrator.,Somewhat Unjustified,Completely Justified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,A few times a year,Less than 5 minutes,Slightly Increase,No Change,No Change,No Change,Somewhat Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,no,98,47142958,,,,,
2018-12-11 12:58:09,2018-12-11 13:06:48,IP Address,73.220.63.40,100,518,True,2018-12-11 13:06:48,R_2R4vNXBMUhGtr1C,,,,,37.962493896484375,-121.2624053955078125,anonymous,EN,IKT9,Slightly,Not at All,Moderately,Moderately,Not at All,Not at All,Not at All,Not at All,The article did not show up on my computer.  It went right over to the questions.  I am answering as best I can.,Completely Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,Mobile phone,2.50,Strongly,Not at all,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,The article did not show on my computer.  I am answering questions as if I read this article.,Completely Unjustified,Very Unjustified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,About once a month,Between 15 and 30 minutes,Moderately Increase,No Change,No Change,No Change,Strongly Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,"Again, the article did not show up on my computer.  I answer questions as if I had read the article.",106,29638664,Error,,,,
2018-12-11 12:59:35,2018-12-11 13:06:48,IP Address,70.61.175.30,100,433,True,2018-12-11 13:06:48,R_3ndYHeMtj7dSVPm,,,,,39.2637939453125,-84.40920257568359375,anonymous,EN,QEXF,Moderately,Not at All,Strongly,Moderately,Not at All,Extremely,Strongly,Not at All,I believe this news article is made up. But if it's real i would be shocked. There is no logical explanation to this. No one should harm a child.,Completely Unjustified,Somewhat Unjustified,Completely Unjustified,Very Justified,Very Justified,Completely Unjustified,Completely Unjustified,Very Unjustified,Completely Unjustified,Somewhat Oppose,Somewhat Support,None of the above,2.75,Moderately,Not at all,Strongly,Moderately,Not at all,Strongly,Strongly,Not at all,"Even though the person killed a child, local resident should not interfere. Police should do that. It's their job to serve and protect",Neither Justified nor Unjustified,Neither Justified nor Unjustified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,Several times per month,Between 5 minutes and 15 minutes,Slightly Increase,Moderately Decrease,Moderately Decrease,Moderately Increase,Neither Approve nor Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,,121,56415904,,,,,
2018-12-11 13:03:51,2018-12-11 13:12:16,IP Address,72.45.30.6,100,505,True,2018-12-11 13:12:16,R_27fG9RAgbeL1Jv0,,,,,39.5648956298828125,-76.05919647216796875,anonymous,EN,TEDT,Moderately,Not at All,Extremely,Moderately,Not at All,Slightly,Slightly,Not at All,"As noted in my comment regarding the article provided, there is far too little detail to draw any conclusions regarding the incident other than it is profoundly horrific and sad.  I have many questions to be answered to even begin to form a cohesive assessment of this tragedy.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Justified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,Mobile phone,5,Strongly,Not at all,Extremely,Moderately,Not at all,Slightly,Slightly,Not at all,"Again, there is not enough information to draw an intelligent conclusion.  One can only presume that the emotional reaction of the bystanders was reactionary and vengeful due to the immediacy of the event.",Completely Unjustified,Somewhat Justified,Somewhat Justified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Neither Willing nor Unwilling,A few times a year,Between 5 minutes and 15 minutes,No Change,No Change,No Change,No Change,Somewhat Disapprove,Homicide,IM_cGy1dP3FBZG8SXj,"I have to apologize as I really didn't notice the level of likes or dislikes associated with the comment posts.  I was more focused on the text and emotions expressed in the passages.  And, again, without more detail, it's difficult to comprehend or assess the event as described other than very sad.",111,37598496,,,,,
2018-12-11 13:09:39,2018-12-11 13:13:10,IP Address,165.225.38.65,100,211,True,2018-12-11 13:13:11,R_2YE3VYuPR8AXnzw,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,W5Z7,Extremely,Not at All,Extremely,Extremely,Not at All,Strongly,Moderately,Not at All,first thing that I saw was a muslim was involved and it went straight to anger I just envisioned myself beating the man myself,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Support,Completely Support,Mobile phone,3,Not at all,Extremely,Not at all,Not at all,Strongly,Not at all,Not at all,Moderately,I think that he deserved much worse than what he got if he killed a poor helpless child then he deserves whatever he got,Completely Justified,Somewhat Justified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Willing,About once a week,Between 5 minutes and 15 minutes,Slightly Increase,Greatly Decrease,Greatly Decrease,Greatly Increase,Completely Approve,Homicide,IM_e4LIm2S0u1OCEMB,no,163,85960471,,,,,
2018-12-04 13:20:10,2018-12-04 13:20:29,IP Address,174.101.212.155,13,19,False,2018-12-11 13:20:30,R_3oAf2oPxpkTcj9X,,,,,,,anonymous,EN,VHOU,Extremely,Not at All,Slightly,Extremely,Not at All,Strongly,Strongly,Not at All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,Time,,,,
2018-12-11 13:03:45,2018-12-11 13:21:24,IP Address,74.140.236.44,100,1058,True,2018-12-11 13:21:24,R_xheNByDsjWBwCRz,,,,,39.53570556640625,-84.30300140380859375,anonymous,EN,HXHZ,Moderately,Not at All,Strongly,Extremely,Not at All,Not at All,Slightly,Not at All,"I mostly feel disgust and anger at the perpetrator. I also feel sorrowful for family members and friends of the child that was killed, and sorrow for what the child went through.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Very Justified,Strongly Oppose,Completely Support,Car,1.00,Strongly,Not at all,Strongly,Extremely,Not at all,Not at all,Slightly,Not at all,It doesn't surprise me and I don't blame those who attacked him. Seems like a common response.,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,About once a month,Between 5 minutes and 15 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,Greatly Increase,Completely Approve,Homicide,IM_cGy1dP3FBZG8SXj,no,130,40205871,,,,,
2018-12-11 13:10:28,2018-12-11 13:21:36,IP Address,75.88.1.106,100,667,True,2018-12-11 13:21:36,R_3lXIOVQr9iwIkhs,,,,,40.8155059814453125,-79.5106964111328125,anonymous,EN,QFF3,Strongly,Not at All,Strongly,Strongly,Not at All,Not at All,Not at All,Not at All,I am angered and horrified whenever I hear of a child's murder. I believe justice needs to be had in a swift and unmerciful manner.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Strongly Support,Somewhat Support,Mobile phone,3,Not at all,Extremely,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,"If he is in fact guilty he deserves anything that happens to him. Most likely a quick humane death would be too good for him. ",Completely Justified,Somewhat Justified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,Several times per month,Between 5 minutes and 15 minutes,Greatly Increase,No Change,No Change,Moderately Increase,Somewhat Approve,Homicide,IM_e4LIm2S0u1OCEMB,Interesting survey!,152,6391893,,,,,
2018-12-11 13:16:19,2018-12-11 13:22:08,IP Address,199.87.130.129,100,348,True,2018-12-11 13:22:09,R_2AT5c0bUmpW4GZz,,,,,37.5498046875,-77.45880126953125,anonymous,EN,JKCG,Strongly,Not at All,Strongly,Strongly,Not at All,Strongly,Slightly,Not at All,"i think that this is on of the worst things that could happen to a child but i do not believe that anyone should be attacked until they are proven guilty ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Strongly Support,Strongly Oppose,Kitchen appliance,5.00,Strongly,Not at all,Strongly,Strongly,Not at all,Strongly,Strongly,Not at all,"i think that it is sad that someone would be attacked without having any proof. But, if he did it, i would want him hung in the streets ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Very Unwilling,About once a month,Between 5 minutes and 15 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,Greatly Decrease,Neither Approve nor Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,,174,88339177,,,,,
2018-12-11 13:14:24,2018-12-11 13:23:33,IP Address,72.193.25.202,100,548,True,2018-12-11 13:23:34,R_Di5Aw4yCfjQ9xmN,,,,,36.056396484375,-115.0780029296875,anonymous,EN,OEAC,Extremely,Slightly,Extremely,Extremely,Not at All,Slightly,Strongly,Not at All,"I PUT MYSELF IN THE POOR FAMILY'S POSITION AND HAVE SUCH  EMPATHY FOR WHAT THEY MUST BE GOING THROUGH. ONE COMMENT WAS THAT THEY CAN'T IMAGINE WHAT WOULD MAKE A PERSON KILL AN INNOCENT CHILD? IF IT WERE MY CHILD, I WOULD BE DEVASTATED.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Justified,Completely Justified,Completely Justified,Very Justified,Very Justified,Completely Justified,Somewhat Support,Neither Support nor Oppose,Television,5.00,Strongly,Strongly,Moderately,Slightly,Slightly,Strongly,Strongly,Slightly,"I DO THINK IT WAS JUSTIFIED BUT IT ALSO IS AGAINST THE LAW TO TAKE THE LAW INTO YOUR OWN HANDS AND ATTACK AN ALLEGED PERPETRATOR. I SEE THEIR POINT OF VIEW, THOUGH, AS IT IS A HIGHLY-EMOTIONAL SITUATION AND PEOPLE WOULD REACT THAT WAY, IT SEEMS LIKE HUMAN NATURE THAT THEY WOULD ATTACK HIM IF THEY THOUGHT HE KILLED A CHILD.",Somewhat Unjustified,Somewhat Justified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,About once a week,Less than 5 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,Greatly Increase,Strongly Approve,Homicide,IM_e4LIm2S0u1OCEMB,,161,93818784,,,,,
2018-12-11 13:05:40,2018-12-11 13:25:43,IP Address,76.20.68.2,100,1203,True,2018-12-11 13:25:43,R_1LtxAbEy0YjwRyb,,,,,38.0023956298828125,-121.32379913330078125,anonymous,EN," 4UNM",Moderately,Not at All,Extremely,Moderately,Not at All,Not at All,Not at All,Not at All,I think it is the wrest thing in life to kill a child but the people must be sure about the killer before taking any reaction towards him.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Justified,Neither Justified nor Unjustified,Very Justified,Very Justified,Very Justified,Neither Justified nor Unjustified,Completely Oppose,Completely Oppose,Mobile phone,5,Extremely,Not at all,Extremely,Moderately,Not at all,Not at all,Not at all,Not at all,I felt so distressed and sad about that incidence.. I felt like I want him to get maximum punishment,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Somewhat Willing,A few times a year,Between 5 minutes and 15 minutes,Moderately Decrease,No Change,Moderately Decrease,Slightly Decrease,Neither Approve nor Disapprove,Homicide,IM_cGy1dP3FBZG8SXj,,134,10724338,,,,,
2018-12-11 13:15:54,2018-12-11 13:26:46,IP Address,107.190.210.83,100,651,True,2018-12-11 13:26:46,R_2PuRiXRZVQ7RQ3F,,,,,45.993194580078125,-123.92259979248046875,anonymous,EN,VKOV,Not at All,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,"I am sad for the child.  I am scared how some of the men took it into their own hands to ""punish"" the alleged killer.  How did they know that he did it?  There was no trial.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Justified,Completely Justified,Completely Justified,Completely Justified,Completely Unjustified,Completely Oppose,Strongly Support,Car,2,Not at all,Not at all,Moderately,Not at all,Not at all,Moderately,Not at all,Not at all,"No matter what we feel, we must follow justice.  No one is guilty until proven guilty.  Severely injuring the man without a trial is again everything our nation is built on.",Completely Unjustified,Completely Unjustified,Somewhat Justified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Unwilling,About once a month,Between 5 minutes and 15 minutes,Greatly Increase,No Change,No Change,No Change,Somewhat Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,,116,87580120,,,,,
2018-12-11 13:21:30,2018-12-11 13:26:47,IP Address,63.192.169.76,100,316,True,2018-12-11 13:26:47,R_3jetts48Zh6ogWH,,,,,38.6627044677734375,-121.34059906005859375,anonymous,EN,Y4PX,Strongly,Not at All,Extremely,Moderately,Not at All,Moderately,Strongly,Not at All,"I want to know what happened. I want to know of the person that was bet up is the one accused of the murder. I want to know the details, ",Completely Unjustified,Very Unjustified,Very Unjustified,Very Justified,Very Justified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Strongly Oppose,Strongly Oppose,Car,6.00,Strongly,Slightly,Extremely,Moderately,Not at all,Strongly,Strongly,Not at all,"My reaction to the alleged perpetrator described in the article is wanting to know more about the person and why he would or could kill a child. ",Neither Justified nor Unjustified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Unwilling,A few times a year,Less than 5 minutes,Moderately Decrease,Moderately Decrease,Moderately Decrease,Greatly Decrease,Somewhat Approve,Homicide,IM_6LjlZqmt6P2KfSl,,115,27940323,,,,,
2018-12-11 13:25:52,2018-12-11 13:30:52,IP Address,216.163.247.1,100,299,True,2018-12-11 13:30:52,R_ub2ImXiHegQiuOt,,,,,35.2270965576171875,-80.84310150146484375,anonymous,EN,RLJ9,Extremely,Not at All,Not at All,Extremely,Not at All,Moderately,Moderately,Not at All,Why would someone want to this to someone. They clearly must be troubled or mentally ill.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Oppose,Somewhat Oppose,Television,2.75,Not at all,Extremely,Not at all,Not at all,Moderately,Not at all,Slightly,Not at all,I dont blame these people. I would have done the same thing as he deserved more than that,Completely Justified,Very Unjustified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Willing,Several times per week,Between 5 minutes and 15 minutes,Moderately Increase,Moderately Decrease,Moderately Decrease,Greatly Increase,Somewhat Approve,Homicide,IM_6LjlZqmt6P2KfSl,no thanks,147,96334095,,,,,
