StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q16_8_TEXT,Q17_1,Q18_1,Q19,Q20_Browser,Q20_Version,Q20_Operating System,Q20_Resolution,Q21_1,Q21_2,Q21_3,Q21_4,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q26,Q27,Bots,Q32 - Topics,Q23 - Sentiment Polarity,Q23 - Sentiment Score,Q23 - Sentiment,Q23 - Topics
2018-12-08 12:47:49,2018-12-08 12:52:38,0,99.155.177.238,100,288,1,2018-12-08 12:52:38,R_1cTIzEtyxE2hojz,,,,,39.2758026123046875,-94.57039642333984375,anonymous,EN,A43Q,2,23,6,5,0,0,0,0,1,,2,,6,,,,26,,,,,3,4,3,2,35,30,95,90,15,50,60,85,75,10,20,55,20,85,30,10,10,40,25,30,5,20,79,30,90,70,2,9,45,75,55,5,25,2,"Clothing
Video Games",,,,,,
2018-12-08 12:49:56,2018-12-08 12:53:30,0,98.118.109.197,100,214,1,2018-12-08 12:53:30,R_2YfGHzYeRXAbEGv,,,,,42.06170654296875,-71.339599609375,anonymous,EN,UXCQ,2,28,6,5,1,1,1,0,2,2,,,1,,50,71,22,,,,,5,2,2,5,81,16,75,69,50,5,24,79,75,25,15,77,29,86,45,50,11,17,68,75,38,73,72,10,63,29,19,0,0,82,86,21,75,3,A nintendo switch and a new ipad,,,,,,
2018-12-08 12:39:56,2018-12-08 12:55:22,0,97.81.164.197,100,926,1,2018-12-08 12:55:23,R_1N4gefrJq0c2a3x,,,,,36.1819000244140625,-85.44080352783203125,anonymous,EN,X7WA,2,51,6,5,0,0,0,0,3,,,2,1,,29,62,44,,,,,4,3,2,4,84,79,78,79,69,77,75,78,82,79,78,79,78,79,82,60,85,79,81,74,67,81,80,80,78,80,77,79,82,80,81,79,81,1,nothing,,,,,,
2018-12-08 12:47:49,2018-12-08 12:55:51,0,70.173.226.107,100,482,1,2018-12-08 12:55:52,R_PIqWcYSL8XPjxtv,,,,,36.1846923828125,-115.1616973876953125,anonymous,EN,GH85,1,35,6,2,0,0,0,0,4,,,1,1,,61,65,29,,,,,1,5,5,1,100,100,100,100,50,100,100,100,100,21,50,100,100,100,100,75,100,100,100,100,75,100,100,100,100,100,75,100,100,100,25,75,100,2,"A new TV, Christmas gifts sets, some plants.",,,,,,
2018-12-08 12:49:53,2018-12-08 12:56:13,0,108.50.233.122,100,380,1,2018-12-08 12:56:14,R_rpcjaYAul4BPaUN,,,,,40.4651947021484375,-74.2306976318359375,anonymous,EN,A7UK,2,53,6,5,0,0,0,0,3,,,1,7,,,,31,,,,,4,5,2,3,90,70,80,77,80,67,80,95,94,10,20,86,70,91,85,76,78,70,87,80,64,69,85,70,81,80,70,65,74,88,75,83,90,2,Some Xbox games,,,,,,
2018-12-08 12:51:18,2018-12-08 12:56:22,0,190.124.31.55,100,303,1,2018-12-08 12:56:22,R_1IRyFU63ajBoT8O,,,,,9.983306884765625,-72.03330230712890625,anonymous,EN,PRMG,1,30,5,7,1,1,0,1,2,2,,,1,,45,70,10,,,,,5,4,5,3,60,75,76,60,75,54,63,57,66,78,72,50,57,65,51,81,61,71,54,78,61,53,77,79,68,70,78,75,73,80,62,70,84,2,very good,,,,,,
2018-12-08 12:53:16,2018-12-08 12:57:18,0,73.55.26.115,100,242,1,2018-12-08 12:57:18,R_2ZHAFRPx0eJ3s4t,,,,,27.326202392578125,-82.4723968505859375,anonymous,EN,TCDW,2,33,6,2,0,0,0,0,3,,,1,7,,,,10,,,,,3,5,3,3,90,79,94,96,50,94,91,96,94,12,50,85,80,90,84,50,75,85,85,82,85,85,90,85,90,90,60,90,90,95,70,90,90,1,"I did not make any purchases. ",,,,,,
2018-12-08 12:52:29,2018-12-08 12:57:40,0,180.244.155.182,100,311,1,2018-12-08 12:57:41,R_37xNZHaextcRAJP,,,,,-6.1743927001953125,106.82940673828125,anonymous,EN,WASO,2,33,6,4,1,0,1,0,3,,,1,8,Allatra,,0,10,,,,,4,4,3,3,68,60,89,89,16,88,89,71,80,33,64,78,77,77,77,4,78,80,78,80,75,86,77,73,75,71,32,73,73,73,63,66,75,1,nothing,,,,,,
2018-12-08 12:50:37,2018-12-08 12:58:08,0,24.211.202.160,100,450,1,2018-12-08 12:58:08,R_1DNJ1Pt1fgJlME4,,,,,36.05780029296875,-78.25859832763671875,anonymous,EN,VONU,2,29,6,2,0,0,0,0,2,2,,,1,,5,5,34,,,,,5,2,1,5,90,1,95,60,60,5,30,85,70,45,60,98,1,100,20,50,15,28,60,75,65,76,100,5,75,40,20,15,5,90,80,70,90,1,I purchased an online course for web development.,,,,,,
2018-12-08 12:53:44,2018-12-08 12:58:21,0,75.170.75.83,100,277,1,2018-12-08 12:58:21,R_Wq7bYjHHhDlwsw1,,,,,36.3249969482421875,-76.15000152587890625,anonymous,EN,SQ7Q,2,28,6,6,0,0,0,0,1,,2,,7,,,,34,,,,,1,5,4,1,83,81,97,86,49,98,93,99,99,39,33,69,69,86,70,37,63,70,69,76,48,60,76,85,97,92,91,92,92,100,94,79,100,2,I purchased a few video games,,,,,,
2018-12-08 12:53:59,2018-12-08 12:59:06,0,67.170.28.221,100,306,1,2018-12-08 12:59:06,R_1JRzZ1351n3hLzC,,,,,47.69769287109375,-117.374603271484375,anonymous,EN,RONX,2,34,6,5,0,0,0,0,1,,2,,6,,,,49,,,,,3,5,3,2,75,65,85,75,40,70,75,85,60,50,70,80,65,85,70,10,55,60,80,55,70,70,80,70,80,70,10,70,75,80,50,50,80,2,An Echo and some games from Amazon,,,,,,
2018-12-08 12:51:15,2018-12-08 12:59:10,0,24.160.72.247,100,475,1,2018-12-08 12:59:10,R_8tUdA5kJaw8Edc5,,,,,27.467803955078125,-82.51200103759765625,anonymous,EN,7SXZ,1,31,7,6,0,1,1,0,3,,,1,1,,100,100,10,,,,,5,1,1,5,50,50,80,50,100,100,50,100,50,50,80,70,50,70,50,50,50,70,100,50,80,100,50,50,50,50,50,50,50,100,50,80,70,2,Playstation 4 and Playstation plus membership,,,,,,
2018-12-08 12:54:35,2018-12-08 12:59:10,0,76.31.242.183,100,275,1,2018-12-08 12:59:10,R_2PpLFrHJrhlcS0d,,,,,29.74609375,-94.965301513671875,anonymous,EN,DOYB,1,35,"3,6",6,0,0,1,0,2,1,,,7,,,,45,,,,,5,1,1,5,92,3,100,100,5,22,54,100,89,74,65,97,5,98,76,42,30,40,74,57,69,62,97,1,68,90,5,1,3,98,100,68,99,3,"Christmas gifts, TVs, appliances",,,,,,
2018-12-08 12:55:54,2018-12-08 12:59:11,0,24.151.192.196,100,196,1,2018-12-08 12:59:11,R_A5TRrUMr7vN1tmN,,,,,34.779205322265625,-84.93389892578125,anonymous,EN,ZIAL,1,56,6,2,0,0,1,1,1,,1,,1,,51,68,11,,,,,4,4,2,4,66,7,60,50,31,7,5,74,49,73,32,58,5,64,55,6,4,5,67,63,58,62,62,0,54,60,54,3,1,73,71,9,73,1,"fast food ",,,,,,
2018-12-08 12:56:09,2018-12-08 13:00:16,0,73.203.2.155,100,246,1,2018-12-08 13:00:16,R_PIOGUu8KJS6vfy1,,,,,39.489501953125,-104.84470367431640625,anonymous,EN,WE4F,2,43,6,3,1,1,1,1,2,1,,,7,,,,6,,,,,4,2,1,4,90,88,89,86,50,66,50,99,95,40,55,91,84,95,81,39,65,63,91,91,45,76,92,84,86,87,41,45,32,94,89,81,85,2,An xbox,,,,,,
2018-12-08 12:47:03,2018-12-08 13:00:23,0,172.58.56.83,100,800,1,2018-12-08 13:00:23,R_20MBeKtfmrKMe5j,,,,,39.73919677734375,-104.98470306396484375,anonymous,EN,LZKL,2,26,3,5,1,0,1,0,2,1,,,1,,69,61,32,,,,,4,3,3,4,73,60,60,78,26,16,52,93,98,37,31,68,69,89,80,50,38,41,71,87,92,60,83,38,53,69,32,11,34,82,92,79,82,2,"i bought a new Television ",,,,,,
2018-12-08 12:54:37,2018-12-08 13:00:49,0,66.25.123.113,100,371,1,2018-12-08 13:00:49,R_332tCOLE3nDkDmH,,,,,33.481597900390625,-86.85900115966796875,anonymous,EN,ZSMJ,1,35,6,3,0,1,0,0,4,,,2,6,,,,1,,,,,5,4,1,5,50,50,50,50,10,50,50,100,75,0,50,75,50,90,50,10,50,50,75,50,100,50,75,75,75,75,10,75,75,75,75,75,75,1,nothing,,,,,,
2018-12-08 12:55:01,2018-12-08 13:01:42,0,104.236.53.155,100,400,1,2018-12-08 13:01:42,R_1MLnxPo4w9O83zi,,,,,40.8343963623046875,-74.13770294189453125,anonymous,EN,TMDF,2,30,6,3,0,1,1,0,2,1,,,1,,50,40,1,,,,,1,4,2,2,50,7,55,78,63,32,86,78,79,27,62,82,39,22,37,88,61,53,57,100,37,45,55,42,75,81,69,74,65,45,54,55,68,2,good idea,,,,,,
2018-12-08 12:54:53,2018-12-08 13:01:44,0,72.223.101.247,100,411,1,2018-12-08 13:01:44,R_3JhkBv9JQzFfYWA,,,,,33.63079833984375,-112.2071990966796875,anonymous,EN,SRZ6,1,64,6,4,1,0,0,0,1,,1,,1,,5,9,3,,,,,3,4,4,2,56,58,54,56,54,73,53,95,50,42,56,53,56,56,51,60,60,59,92,54,55,55,55,56,58,54,45,55,52,90,42,61,47,1,nothing,,,,,,
2018-12-08 13:00:01,2018-12-08 13:02:06,0,73.52.197.219,100,124,1,2018-12-08 13:02:06,R_3G7CrgqfMhZkN3N,,,,,41.0240936279296875,-80.34539794921875,anonymous,EN,XIUZ,2,31,6,4,0,1,1,0,3,,,2,7,,,,39,,,,,2,4,3,4,71,82,78,77,56,80,77,71,85,69,72,78,77,85,84,63,79,76,76,79,71,57,60,62,71,54,79,78,73,79,70,66,56,1,I did not buy anything this year.,,,,,,
2018-12-08 12:56:11,2018-12-08 13:02:07,0,73.95.78.235,100,355,1,2018-12-08 13:02:07,R_1q7C5TwXivhnU93,,,,,39.58050537109375,-104.90110015869140625,anonymous,EN,25RL,1,26,6,3,0,0,0,0,3,,,1,5,,,85,6,,,,,2,5,5,1,85,100,100,100,100,100,100,100,96,75,96,87,100,100,100,100,100,100,100,95,100,100,96,100,100,100,90,100,100,100,70,100,100,2,"Toys, DNA test, blankets for gifts",,,,,,
2018-12-08 12:57:31,2018-12-08 13:02:21,0,174.218.30.23,100,290,1,2018-12-08 13:02:21,R_2c1aix3YG536KFk,,,,,36.116302490234375,-79.66840362548828125,anonymous,EN,UDVT,2,34,6,5,0,0,0,0,3,,,1,1,,7,13,1,,,,,2,4,3,1,89,90,95,99,43,92,93,75,75,31,45,93,90,91,89,90,91,92,85,85,89,90,100,100,100,100,53,100,100,100,78,63,100,1,"I did not shop at all on those days. ",,,,,,
2018-12-08 12:52:21,2018-12-08 13:03:31,0,71.54.118.12,100,669,1,2018-12-08 13:03:31,R_2ahvIDTjxG7w2BU,,,,,33.235107421875,-97.57399749755859375,anonymous,EN,W6VL,1,48,6,6,0,0,0,0,1,,2,,7,,,,45,,,,,3,5,4,2,73,74,96,95,42,94,85,80,71,56,37,57,50,8,54,64,54,54,53,46,50,45,78,83,89,78,26,85,82,86,70,78,88,2,"candles, books, calendar",,,,,,
2018-12-08 12:58:26,2018-12-08 13:04:10,0,47.195.17.63,100,343,1,2018-12-08 13:04:10,R_27DuXWcfSyveiAw,,,,,27.9611053466796875,-81.93979644775390625,anonymous,EN,3DKO,1,38,6,2,1,1,1,1,2,2,,,1,,39,23,10,,,,,4,2,4,4,85,80,90,85,70,60,85,95,95,70,81,75,70,71,84,51,45,79,93,90,65,91,89,86,87,66,20,56,84,99,93,45,91,3,"LAPTOP, PRINTER, WATCH",,,,,,
2018-12-08 13:01:23,2018-12-08 13:05:10,0,73.5.153.64,100,226,1,2018-12-08 13:05:10,R_r8cVNfeZ2yJnLjP,,,,,44.89849853515625,-92.92299652099609375,anonymous,EN,PE0E,1,34,6,5,0,0,0,0,3,,,1,6,,,,24,,,,,3,2,2,4,48,21,85,69,51,23,54,85,91,22,82,65,48,95,63,52,33,66,73,63,94,92,63,49,89,78,56,34,63,86,81,33,66,1,Dog toys,,,,,,
2018-12-08 13:02:14,2018-12-08 13:05:22,0,131.93.134.41,100,187,1,2018-12-08 13:05:22,R_Y66dmIZSvLEX6fv,,,,,46.46380615234375,-90.1587982177734375,anonymous,EN,07TQ,2,24,6,2,1,1,1,1,3,,,1,1,,0,10,23,,,,,4,2,2,4,75,75,75,75,70,75,75,75,75,60,65,75,75,75,75,65,75,75,75,75,65,75,70,70,70,70,65,70,70,70,75,70,70,1,Nothing,,,,,,
2018-12-08 12:48:16,2018-12-08 13:07:48,0,107.77.223.210,100,1171,1,2018-12-08 13:07:48,R_8GS00v5ZIbkPdTj,,,,,40.77630615234375,-73.95290374755859375,anonymous,EN,JHKX,1,34,6,5,0,0,0,0,1,,1,,8,"spiritual, not religious, but raised russian orthodox",,71,22,,,,,4,5,2,3,92,38,99,75,10,80,90,100,25,50,95,91,75,95,39,10,71,85,98,13,90,84,70,70,31,45,35,60,80,98,1,65,89,3,"Apple watch, new furby, monogrammed backpack, makeup kits from sephora",,,,,,
2018-12-08 13:02:49,2018-12-08 13:09:41,0,72.130.142.126,100,412,1,2018-12-08 13:09:41,R_1rNENcqREDGREhi,,,,,21.398193359375,-158.0124053955078125,anonymous,EN,FTAR,1,44,2,5,1,1,1,0,2,1,,,1,,90,100,12,,,,,4,4,2,4,70,60,95,70,50,70,85,90,80,40,50,80,80,90,80,10,70,80,80,80,50,90,75,75,75,75,40,10,60,90,90,50,80,2,toys for gifts,,,,,,
2018-12-08 13:03:17,2018-12-08 13:11:19,0,107.5.88.103,100,481,1,2018-12-08 13:11:19,R_3ke34mmVwJRPJZk,,,,,41.9004974365234375,-84.0446014404296875,anonymous,EN,RYQS,2,28,"3,6",3,0,0,1,0,1,,1,,1,,31,20,23,,,,,4,5,2,2,82,84,90,89,38,84,55,95,94,15,37,94,92,97,93,14,41,56,96,96,42,82,84,78,82,90,42,46,24,100,92,53,93,1,I purchased a ps4 video game.,,,,,,
2018-12-08 12:57:48,2018-12-08 13:11:26,0,23.120.253.247,100,818,1,2018-12-08 13:11:27,R_25BY5XwXJuVGZK9,,,,,37.701507568359375,-122.0782012939453125,anonymous,EN,VQKS,2,32,2,5,1,1,1,1,1,,1,,1,,50,90,5,,,,,3,4,2,4,50,50,58,50,40,50,55,90,70,50,45,50,50,50,50,45,45,50,70,50,50,50,50,50,50,50,40,40,48,90,48,50,50,2,"I bought a couple of gift cards and some clothes.
",,,,,,
2018-12-08 13:08:25,2018-12-08 13:11:27,0,174.106.100.137,100,181,1,2018-12-08 13:11:27,R_3QKRydOgKpiZnRq,,,,,34.9535980224609375,-78.93540191650390625,anonymous,EN,VGKT,2,44,1,2,0,0,0,0,3,,,1,7,,,,34,,,,,1,5,4,1,100,100,100,100,50,100,100,100,50,50,50,100,100,100,100,50,100,100,85,80,80,100,90,90,90,90,80,90,90,90,49,75,90,1,Nothing.,,,,,,
2018-12-08 12:39:51,2018-12-08 13:12:33,0,75.168.107.177,100,1961,1,2018-12-08 13:12:33,R_9GC12S4BYQvLrXP,,,,,44.9806060791015625,-93.17710113525390625,anonymous,EN,M1XN,2,44,6,6,0,0,0,0,4,,,1,1,,30,80,24,,,,,1,4,2,2,50,50,50,50,100,90,50,75,75,100,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,"services, books",,,,,,
2018-12-08 13:09:25,2018-12-08 13:13:02,0,136.63.84.158,100,217,1,2018-12-08 13:13:02,R_XvJ6UgRyCFThqrD,,,,,38.944000244140625,-94.2881011962890625,anonymous,EN,BWT1,2,46,6,3,0,0,0,0,1,,1,,1,,4,60,26,,,,,4,4,2,4,79,76,80,78,70,76,78,77,78,70,79,85,81,85,81,44,72,80,85,84,68,82,80,79,79,78,58,76,76,79,79,69,80,1,Some shoes from an online retailer,,,,,,
2018-12-08 13:07:48,2018-12-08 13:13:22,0,68.108.165.143,100,334,1,2018-12-08 13:13:23,R_0SNGaqrNWWQvM6B,,,,,36.173004150390625,-115.06690216064453125,anonymous,EN,HY1S,2,46,3,3,1,1,1,1,1,,1,,1,,0,15,29,,,,,4,3,4,4,55,30,64,53,52,53,65,100,79,21,54,51,52,84,49,35,46,41,76,71,52,67,52,31,58,33,26,39,21,91,70,46,52,1,A nutribullet,,,,,,
2018-12-08 12:57:03,2018-12-08 13:14:42,0,158.48.6.140,100,1059,1,2018-12-08 13:14:42,R_3sbHeZm9QyeDjz5,,,,,39.269195556640625,-84.3307037353515625,anonymous,EN,DTQY,2,27,6,3,0,0,0,0,4,,,1,6,,,,3,,,,,1,5,5,1,0,100,100,100,100,100,100,100,0,22,100,51,100,100,100,100,100,100,100,0,49,100,0,100,100,100,100,100,100,100,0,53,95,1,Nothing,,,,,,
2018-12-08 13:09:47,2018-12-08 13:14:47,0,68.67.250.119,100,300,1,2018-12-08 13:14:48,R_1OiDuxreemiKrPq,,,,,36.00360107421875,-80.00360107421875,anonymous,EN,QJHW,1,27,6,3,1,1,1,0,3,,,1,6,,,,34,,,,,3,4,3,4,90,71,95,84,17,64,74,89,87,10,5,91,87,95,77,38,83,91,92,73,31,27,59,41,83,50,28,50,50,65,67,11,65,1,a scarf,,,,,,
2018-12-08 13:07:51,2018-12-08 13:14:49,0,66.31.67.246,100,417,1,2018-12-08 13:14:49,R_2Ym1C6WahES9Xmi,,,,,42.7234954833984375,-71.4893035888671875,anonymous,EN,P4DV,2,32,6,5,1,0,1,1,4,,,2,1,,50,70,30,,,,,5,1,3,4,85,65,100,100,50,100,100,100,100,21,50,92,86,100,77,50,94,100,100,100,86,85,91,59,89,70,50,76,89,100,100,70,89,3,"An Ipad, toys, clothes, games",,,,,,
2018-12-08 13:06:19,2018-12-08 13:15:01,0,47.208.253.237,100,521,1,2018-12-08 13:15:01,R_OevwdYEcJRqc2TD,,,,,38.9828948974609375,-121.09439849853515625,anonymous,EN,IUUH,2,30,6,3,0,0,0,0,1,,1,,6,,,,5,,,,,2,5,4,1,50,50,50,50,50,50,50,100,80,50,60,50,50,50,50,40,50,50,90,60,50,50,50,50,50,50,25,25,50,90,50,40,40,1,Hulu subscription,,,,,,
2018-12-08 13:09:59,2018-12-08 13:15:22,0,172.56.14.157,100,322,1,2018-12-08 13:15:22,R_3GfxjClIATPv9Fv,,,,,29.6876068115234375,-95.3011016845703125,anonymous,EN,ANYU,2,37,1,3,1,1,1,0,4,,,2,1,,10,10,45,,,,,2,4,3,2,50,50,80,75,20,80,50,90,70,50,25,50,50,80,50,20,50,50,80,75,20,75,50,50,81,52,51,54,24,94,51,51,83,2,christmas tech gifts and accessories,,,,,,
2018-12-08 13:12:42,2018-12-08 13:16:44,0,162.232.90.192,100,242,1,2018-12-08 13:16:45,R_1DvdPJ0WK9hr422,,,,,42.358306884765625,-83.90000152587890625,anonymous,EN,8H6D,2,29,6,3,1,0,1,0,1,,2,,6,,,,23,,,,,1,5,5,1,30,100,100,99,67,100,100,100,36,13,87,67,85,100,78,1,55,100,45,38,27,86,40,85,98,81,16,97,77,90,12,33,92,2," 3 Video Games",,,,,,
2018-12-08 13:10:29,2018-12-08 13:17:58,0,70.173.37.239,100,448,1,2018-12-08 13:17:58,R_1dFH6RmF82RkffT,,,,,36.2449951171875,-115.27429962158203125,anonymous,EN,SFUS,2,39,6,5,1,0,0,0,3,,,2,1,,0,45,29,,,,,1,5,2,1,99,97,99,95,50,95,75,100,100,50,35,99,95,95,95,10,55,70,85,100,25,75,99,90,80,85,1,75,67,99,100,50,85,2,"Night vision binocular, portable LED lights.",,,,,,
2018-12-08 13:16:30,2018-12-08 13:21:26,0,98.249.138.19,100,296,1,2018-12-08 13:21:26,R_8CgEJwE4tg4EPdL,,,,,27.3907928466796875,-80.3246002197265625,anonymous,EN,XPUA,2,30,6,2,0,0,0,1,4,,,1,7,,,,10,,,,,1,2,1,3,45,83,30,13,26,52,33,3,28,74,64,12,88,8,75,47,73,51,24,16,39,69,56,9,77,58,15,7,87,25,51,40,18,2,New computer parts,,,,,,
2018-12-08 13:06:15,2018-12-08 13:24:43,0,38.142.181.178,100,1107,1,2018-12-08 13:24:43,R_3exFjvO8Njw5nux,,,,,37.348297119140625,-121.984405517578125,anonymous,EN,R4HT,2,31,6,2,1,1,1,1,2,2,,,1,,80,90,5,,,,,4,5,5,1,68,60,81,80,55,80,80,90,85,55,65,80,65,86,70,50,70,79,81,75,75,76,70,70,65,70,60,75,70,82,78,75,70,2,I purchased assorted clothing for my wife for christmas.,,,,,,
2018-12-08 13:21:18,2018-12-08 13:25:50,0,75.86.24.233,100,271,1,2018-12-08 13:25:50,R_3E9DVWgXVl7M1Nb,,,,,43.048797607421875,-87.96250152587890625,anonymous,EN,6NBP,2,26,2,5,0,0,0,1,1,,2,,1,,0,0,51,,,,,5,1,1,5,80,40,100,100,50,100,100,100,70,50,75,100,75,100,100,50,100,100,100,75,100,100,80,25,65,65,50,65,65,100,40,65,80,3,"A tv, switch nitendo, nitendo ds, pokemon go eevee, alarm clock, amazon fire tablet.",Dupe,,,,,
2018-12-08 13:23:15,2018-12-08 13:27:25,0,98.1.56.178,100,250,1,2018-12-08 13:27:26,R_1jTYFA7NnY6FkgL,,,,,43.160003662109375,-78.69229888916015625,anonymous,EN,P3KT,2,33,6,5,0,0,0,0,1,,1,,6,,,,33,,,,,1,4,5,1,40,50,63,64,50,61,50,43,37,58,60,46,48,50,50,50,50,52,42,44,55,54,40,50,50,56,49,51,50,47,31,45,64,1,I didn't shop on either of these days.,,,,,,
2018-12-08 13:25:24,2018-12-08 13:29:46,0,172.88.236.101,100,262,1,2018-12-08 13:29:47,R_10T0WGh4sxJRuWD,,,,,33.854400634765625,-117.785797119140625,anonymous,EN,SVNS,2,45,2,6,0,1,1,0,2,2,,,1,,75,85,5,,,,,5,1,2,5,70,50,80,70,50,10,65,80,70,50,60,75,60,75,60,55,50,55,80,70,50,70,50,50,50,40,35,10,15,85,85,50,50,1,Dog Treats,,,,,,
2018-12-08 12:47:18,2018-12-08 13:30:22,0,216.107.34.19,100,2583,1,2018-12-08 13:30:22,R_11d12Qj5K4Sz48Z,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,DHE3,2,24,6,5,0,0,1,1,2,2,,,1,,85,70,38,,,,,4,3,4,2,88,34,64,37,90,71,20,79,83,74,83,81,35,88,44,62,61,79,69,82,74,53,88,74,63,59,85,49,94,76,75,91,62,1,low cost of black,,,,,,
2018-12-08 13:27:34,2018-12-08 13:32:30,0,173.216.132.176,100,296,1,2018-12-08 13:32:30,R_3z81y2H851D728h,,,,,35.2841949462890625,-93.131500244140625,anonymous,EN,NIWF,2,50,6,5,1,1,1,0,2,1,,,1,,20,65,4,,,,,3,1,2,3,49,50,75,80,50,64,50,98,100,15,40,51,51,51,51,52,49,51,50,51,50,50,50,51,80,75,49,40,40,100,85,20,65,1,nothing,,,,,,
2018-12-08 13:30:27,2018-12-08 13:36:41,0,75.185.96.170,100,373,1,2018-12-08 13:36:42,R_8eONvT8TIy9cIlH,,,,,38.1593017578125,-85.7779998779296875,anonymous,EN,ONQ5,2,38,6,2,1,1,1,0,1,,1,,1,,42,23,18,,,,,5,2,2,4,50,36,95,68,44,47,57,78,84,32,51,64,51,95,58,10,54,34,44,72,21,51,1,59,7,45,7,23,1,49,2,4,65,1,I purchased nothing because I didn't have the money at that time.,,,,,,
2018-12-08 13:33:32,2018-12-08 13:40:11,0,45.20.238.42,100,399,1,2018-12-08 13:40:11,R_3kj0vl4PCsYtY1A,,,,,30.171600341796875,-95.49849700927734375,anonymous,EN,5B6B,1,42,2,5,0,0,0,0,2,2,,,6,,,,45,,,,,4,2,1,1,95,8,100,95,1,14,28,100,100,56,82,94,1,93,81,1,56,9,91,87,58,81,90,4,87,87,4,2,5,100,85,87,86,2,fleece and sweater jackets,,,,,,
2018-12-08 13:40:01,2018-12-08 13:47:17,0,216.107.59.47,100,436,1,2018-12-08 13:47:18,R_29n55hKLnbdrWer,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN," MGXL",2,31,3,5,0,0,1,0,2,2,,,1,,90,75,23,,,,,5,3,4,5,79,81,68,67,47,76,14,88,57,53,88,70,82,92,79,67,65,18,55,48,64,83,94,89,69,72,67,81,14,55,51,51,81,2,Black friday.,,,,,,
2018-12-08 13:16:42,2018-12-08 13:49:09,0,212.103.48.195,100,1946,1,2018-12-08 13:49:09,R_Qa0md1Nx2hR89yh,,,,,40.71429443359375,-74.0059967041015625,anonymous,EN,10GV,2,35,6,6,1,1,1,1,2,1,,,1,,28,18,45,,,,,4,4,2,4,94,69,99,79,60,33,87,93,88,28,36,97,72,100,72,87,30,27,93,89,81,68,100,94,87,63,65,49,39,77,98,86,91,3,Tv and clouds,,,,,,
2018-12-08 13:44:32,2018-12-08 13:49:36,0,71.193.93.214,100,304,1,2018-12-08 13:49:37,R_Z8MXh47PxKnfNnj,,,,,44.94140625,-93.0106964111328125,anonymous,EN,QSZ6,2,34,6,5,0,0,0,0,1,,1,,6,,,,24,,,,,1,5,5,1,88,86,89,88,75,87,87,98,88,80,74,86,86,92,88,75,86,85,85,85,58,82,82,85,83,86,62,85,87,96,78,95,92,2,"New shoes and some clothes. ",,,,,,
2018-12-08 13:43:54,2018-12-08 13:49:57,0,68.41.201.208,100,363,1,2018-12-08 13:49:57,R_3fNy74na6buf8uO,,,,,42.27679443359375,-83.37580108642578125,anonymous,EN,MM1S,2,29,6,2,0,0,1,0,1,,2,,7,,,,23,,,,,3,2,2,3,75,60,85,80,50,80,75,90,80,20,50,60,55,75,60,50,50,60,60,45,15,60,75,70,75,75,50,50,75,80,33,50,80,3,"An iPhone 8, a laptop, and a pair of shoes.",,,,,,
2018-12-08 13:43:16,2018-12-08 13:50:27,0,100.35.53.121,100,431,1,2018-12-08 13:50:27,R_blsTkwSxFvAVdAt,,,,,40.500701904296875,-74.5012969970703125,anonymous,EN,OBBE,2,44,6,4,1,0,1,1,3,,,2,1,,23,8,31,,,,,4,2,1,4,75,56,78,81,50,53,79,90,74,50,87,86,63,78,76,21,57,76,61,63,38,75,75,57,75,75,50,50,75,100,60,25,75,2,Disk drive for my pc and some memory,,,,,,
2018-12-08 13:49:17,2018-12-08 13:54:08,0,24.98.130.175,100,290,1,2018-12-08 13:54:08,R_9pejNa2fkZKbLWN,,,,,34.2321014404296875,-84.15799713134765625,anonymous,EN,08B6,2,52,3,5,1,0,0,0,2,1,,,1,,60,79,11,,,,,5,2,3,4,86,88,82,82,11,52,50,100,100,38,64,84,73,88,82,15,73,62,65,63,45,81,88,82,88,89,14,48,68,89,89,82,89,1,nothing,,,,,,
2018-12-08 13:47:52,2018-12-08 13:54:58,0,66.41.158.139,100,426,1,2018-12-08 13:54:59,R_31ibb4ZPozuDzv6,,,,,44.9532012939453125,-93.15799713134765625,anonymous,EN,QW8I,2,31,"2,6",5,0,0,0,0,1,,1,,6,,,,24,,,,,1,5,5,1,70,85,88,85,75,95,85,80,40,70,75,75,80,85,80,80,80,80,75,25,91,80,30,88,90,90,90,89,90,75,10,97,50,1,"I bought a subscription to a cooking magazine and its website ",,,,,,
